STUDY_ID	SAMPLE_ID	AKT1	AKT2	AKT3	MAP3K1	MAP3K2	MAP3K3
blca_tcga_pub_2017	TCGA-UY-A78L-01	-1.1298	3.2084	-0.5999	2.8514	0.1738	-0.4271
blca_tcga_pub_2017	TCGA-UY-A78N-01	0.58	-0.1344	-0.6438	0.0267	-1.4422	-0.1442
blca_tcga_pub_2017	TCGA-UY-A78O-01	-0.7719	0.3578	-0.6482	-0.831	-1.1939	-0.6007
blca_tcga_pub_2017	TCGA-CF-A7I0-01	0.9468	1.4696	-0.3182	0.3178	-1.1486	0.1607
blca_tcga_pub_2017	TCGA-E7-A6MD-01	-1.0228	1.9207	-0.3441	-0.9052	1.1391	0.2163
blca_tcga_pub_2017	TCGA-E7-A7PW-01	4.262	1.137	-0.5307	-0.9864	-1.1241	-0.7936
blca_tcga_pub_2017	TCGA-E7-A7XN-01	1.1441	0.7154	-0.8429	-0.729	0.0781	-0.8174
blca_tcga_pub_2017	TCGA-E7-A85H-01	-0.404	-0.48	-0.7029	-0.5773	-0.7232	-1.5283
blca_tcga_pub_2017	TCGA-FJ-A871-01	1.6912	0.6792	-0.5438	-1.3409	-1.1721	0.7157
blca_tcga_pub_2017	TCGA-GU-A764-01	2.9371	-1.0836	-0.0912	0.0656	-0.0067	0.2883
blca_tcga_pub_2017	TCGA-K4-A83P-01	-0.2615	-0.1243	0.6851	0.6204	0.3201	1.0185
blca_tcga_pub_2017	TCGA-KQ-A41O-01	2.9316	0.8775	-0.6899	-0.9055	-0.4452	-1.2008
blca_tcga_pub_2017	TCGA-KQ-A41R-01	1.6869	-0.9524	-0.7625	-1.1204	-1.2259	-1.3769
blca_tcga_pub_2017	TCGA-UY-A78M-01	-1.5743	-0.4446	-0.7042	-1.1881	-1.4585	-1.2491
blca_tcga_pub_2017	TCGA-CF-A8HX-01	3.5668	0.2364	-0.7885	0.4272	-1.2042	-0.1245
blca_tcga_pub_2017	TCGA-CF-A8HY-01	-1.1765	0.2412	-0.7278	-1.1076	-1.5294	-1.2656
blca_tcga_pub_2017	TCGA-E7-A8O7-01	-2.3723	0.0971	-0.5058	1.238	0.6316	-0.8941
blca_tcga_pub_2017	TCGA-E7-A8O8-01	-0.5123	1.0611	-0.7827	-0.8739	-1.3658	-1.1545
blca_tcga_pub_2017	TCGA-LT-A8JT-01	-0.681	0.3817	-0.8703	-0.6928	0.1101	-0.9593
blca_tcga_pub_2017	TCGA-UY-A78P-01	0.1276	-0.4381	-0.6451	1.9735	-0.5052	-0.27
blca_tcga_pub_2017	TCGA-UY-A8OC-01	0.3405	-0.1865	0.1391	-0.788	-0.2128	1.2056
blca_tcga_pub_2017	TCGA-UY-A8OD-01	0.5003	-0.0216	0.8462	-0.9395	-0.6952	0.316
blca_tcga_pub_2017	TCGA-XF-A8HB-01	1.6042	2.9765	-0.9023	0.0185	-0.6952	0.0767
blca_tcga_pub_2017	TCGA-XF-A8HC-01	-0.1487	1.8276	-0.4599	-1.0349	-1.4181	-0.1365
blca_tcga_pub_2017	TCGA-XF-A8HD-01	-0.4376	-1.4029	1.8296	-0.6091	-0.5076	-0.3034
blca_tcga_pub_2017	TCGA-XF-A8HE-01	1.4328	0.424	-0.5917	0.4961	1.6834	-0.2027
blca_tcga_pub_2017	TCGA-XF-A8HF-01	0.8448	-1.0286	-0.6946	-1.2937	-1.3471	-1.3226
blca_tcga_pub_2017	TCGA-XF-A8HG-01	-1.055	-0.5987	-0.938	-0.6955	-0.1396	-0.3186
blca_tcga_pub_2017	TCGA-YC-A89H-01	-1.1693	2.5293	-0.79	-0.9792	-0.7729	-1.0435
blca_tcga_pub_2017	TCGA-2F-A9KO-01	-1.1339	-0.4969	-0.1997	-0.7029	0.8629	-0.5939
blca_tcga_pub_2017	TCGA-2F-A9KP-01	-2.0724	-0.4137	-0.6302	-0.148	0.37	-0.8875
blca_tcga_pub_2017	TCGA-2F-A9KQ-01	0.5714	-0.281	-0.5234	0.8957	0.2132	-0.5142
blca_tcga_pub_2017	TCGA-2F-A9KR-01	-1.0089	2.9613	-0.752	0.1557	1.604	0.3601
blca_tcga_pub_2017	TCGA-2F-A9KT-01	-1.4598	0.7601	-0.7395	-0.9575	0.3211	-0.019
blca_tcga_pub_2017	TCGA-2F-A9KW-01	-0.4256	-0.7645	1.1925	0.4624	-0.1165	0.6921
blca_tcga_pub_2017	TCGA-CF-A9FF-01	-0.1993	-0.5477	-0.2729	-0.2653	-0.2804	-1.0073
blca_tcga_pub_2017	TCGA-CF-A9FH-01	-0.0286	-0.1091	-0.8226	-0.489	-0.3269	-0.8488
blca_tcga_pub_2017	TCGA-CF-A9FL-01	0.9808	-0.9311	-0.3993	0.3575	-0.6041	-0.8269
blca_tcga_pub_2017	TCGA-CF-A9FM-01	-0.5258	-0.5288	-0.598	-0.1967	0.5212	-0.4891
blca_tcga_pub_2017	TCGA-E7-A97P-01	0.082	-0.9469	-0.2124	-0.4104	0.0229	-0.4998
blca_tcga_pub_2017	TCGA-E7-A97Q-01	0.2779	-1.1982	0.4606	-0.1312	-0.8533	-0.7748
blca_tcga_pub_2017	TCGA-K4-AAQO-01	-0.818	-0.4009	0.9973	-0.7137	-0.7425	1.575
blca_tcga_pub_2017	TCGA-S5-AA26-01	-0.2753	3.1627	-0.8462	1.0234	-1.066	-0.9031
blca_tcga_pub_2017	TCGA-SY-A9G0-01	-0.8108	0.3609	2.5898	-0.1979	0.3916	1.7818
blca_tcga_pub_2017	TCGA-SY-A9G5-01	-0.7712	2.7901	-0.4102	-0.3792	-0.0575	0.7568
blca_tcga_pub_2017	TCGA-UY-A9PA-01	-0.756	0.5244	-0.4148	-0.1986	1.262	-0.7568
blca_tcga_pub_2017	TCGA-UY-A9PB-01	1.4772	0.8286	0.8342	-0.7511	0.0112	1.4153
blca_tcga_pub_2017	TCGA-UY-A9PD-01	-1.8611	-0.3102	0.2363	-0.9698	-1.0009	-1.24
blca_tcga_pub_2017	TCGA-UY-A9PE-01	-1.3582	0.3585	-0.441	-1.1031	-1.3943	-0.3391
blca_tcga_pub_2017	TCGA-UY-A9PF-01	-2.0925	-0.55	-0.4837	-0.9881	0.3405	-1.3341
blca_tcga_pub_2017	TCGA-UY-A9PH-01	-0.8767	-1.3263	-0.6426	-0.8089	-0.8396	-0.9136
blca_tcga_pub_2017	TCGA-XF-A8HH-01	-1.9582	-0.7372	-0.1241	0.3006	-0.6751	0.3202
blca_tcga_pub_2017	TCGA-XF-A8HI-01	0.0221	-0.4863	-0.6541	-0.5012	1.0393	-0.9333
blca_tcga_pub_2017	TCGA-YC-A8S6-01	0.5006	-0.1425	0.9111	-0.6965	0.0892	1.0156
blca_tcga_pub_2017	TCGA-YF-AA3L-01	0.0546	1.0831	-0.8583	-1.1083	-1.555	0.529
blca_tcga_pub_2017	TCGA-ZF-A9R0-01	0.0949	-0.4052	-0.3915	-0.8779	-0.9681	-0.464
blca_tcga_pub_2017	TCGA-ZF-A9R3-01	-0.7444	-0.0662	1.8139	-0.4105	0.6201	2.6389
blca_tcga_pub_2017	TCGA-ZF-A9R4-01	-0.6369	0.5486	-0.8642	-0.3705	-0.676	-0.9195
blca_tcga_pub_2017	TCGA-ZF-A9R7-01	-0.5889	1.7623	-0.7944	0.2644	-0.5545	0.4237
blca_tcga_pub_2017	TCGA-ZF-A9R9-01	-0.0968	-1.4626	1.3402	-0.9663	-0.6323	0.3888
blca_tcga_pub_2017	TCGA-ZF-A9RC-01	-1.3537	0.8194	-0.095	-1.0383	-0.9842	-0.2233
blca_tcga_pub_2017	TCGA-ZF-A9RE-01	0.7545	0.1063	-0.5965	2.436	2.8403	-0.3423
blca_tcga_pub_2017	TCGA-ZF-A9RF-01	-1.0397	-0.4031	1.4341	0.195	0.3464	0.4868
blca_tcga_pub_2017	TCGA-ZF-A9RL-01	-0.2613	1.3359	-0.7391	-0.766	0.6191	-1.0963
blca_tcga_pub_2017	TCGA-ZF-A9RM-01	-0.8326	0.2744	0.5432	-0.2413	1.0399	-0.8015
blca_tcga_pub_2017	TCGA-ZF-AA4N-01	-0.0117	-0.2637	-0.4241	0.8096	1.2699	0.7118
blca_tcga_pub_2017	TCGA-ZF-AA4R-01	0.367	1.9428	1.9814	-0.1801	-0.4785	1.168
blca_tcga_pub_2017	TCGA-ZF-AA4T-01	-0.8584	-0.3918	0.2301	-0.9891	0.0991	-0.8302
blca_tcga_pub_2017	TCGA-ZF-AA4U-01	0.4724	-1.2826	-0.8494	-0.6188	-0.5937	-1.0585
blca_tcga_pub_2017	TCGA-ZF-AA4V-01	-1.9064	-1.2047	-0.7539	1.0188	-0.1388	-0.3549
blca_tcga_pub_2017	TCGA-ZF-AA4W-01	-0.953	-2.2511	-0.821	-0.6431	0.5769	-0.8093
blca_tcga_pub_2017	TCGA-ZF-AA4X-01	0.3931	-0.3327	0.4939	0.1253	-0.651	0.4038
blca_tcga_pub_2017	TCGA-4Z-AA7M-01	-2.1342	1.4898	-0.1528	-0.6867	0.2546	1.855
blca_tcga_pub_2017	TCGA-4Z-AA7N-01	-1.1254	0.0646	0.4686	1.4337	1.4432	1.873
blca_tcga_pub_2017	TCGA-4Z-AA7O-01	-0.0427	-0.8008	-0.6985	-0.3134	-0.2661	-0.6106
blca_tcga_pub_2017	TCGA-4Z-AA7Q-01	1.2186	2.7362	-0.7057	0.536	0.0347	1.2248
blca_tcga_pub_2017	TCGA-4Z-AA7R-01	1.9215	-2.0414	-0.4532	-0.7945	0.0493	-0.9664
blca_tcga_pub_2017	TCGA-4Z-AA7S-01	-0.639	0.9078	-0.7567	-0.4048	-0.8751	-0.9747
blca_tcga_pub_2017	TCGA-4Z-AA7W-01	2.0306	3.3003	-0.4872	-0.5459	-1.2308	-0.25
blca_tcga_pub_2017	TCGA-4Z-AA7Y-01	-0.6432	0.2526	-0.4431	-0.6148	1.49	-0.9914
blca_tcga_pub_2017	TCGA-4Z-AA80-01	-0.3073	3.3621	-0.7501	-0.6345	1.4195	-1.2083
blca_tcga_pub_2017	TCGA-4Z-AA81-01	-1.5758	2.1081	-0.886	0.0811	-0.9667	-0.0701
blca_tcga_pub_2017	TCGA-4Z-AA82-01	-0.8364	4.7677	2.2362	1.3142	2.2382	3.4465
blca_tcga_pub_2017	TCGA-4Z-AA83-01	1.9033	0.0515	-0.5684	-0.5777	0.4084	-0.7537
blca_tcga_pub_2017	TCGA-4Z-AA84-01	-1.6323	0.8095	1.3073	2.0046	-0.2081	-0.2296
blca_tcga_pub_2017	TCGA-4Z-AA86-01	0.1855	-1.0195	0.3717	-0.4841	0.9769	0.3681
blca_tcga_pub_2017	TCGA-4Z-AA87-01	1.8816	9.5051	-0.8356	-0.9904	-1.6068	-0.9733
blca_tcga_pub_2017	TCGA-4Z-AA89-01	0.2154	-0.5465	-0.7478	-0.5529	0.1324	-1.3413
blca_tcga_pub_2017	TCGA-DK-AA6L-01	0.6952	2.8092	-0.8312	0.6518	-0.2945	0.0948
blca_tcga_pub_2017	TCGA-DK-AA6M-01	0.4388	0.4838	0.2012	-0.5219	-0.9726	0.9116
blca_tcga_pub_2017	TCGA-DK-AA6P-01	-0.1012	0.7507	-0.7724	-0.7666	0.2379	-0.193
blca_tcga_pub_2017	TCGA-DK-AA6Q-01	1.7413	0.4453	-0.873	-0.6251	0.0468	-1.309
blca_tcga_pub_2017	TCGA-DK-AA6S-01	-1.2431	-0.5239	1.0603	-0.2392	-0.3066	0.1554
blca_tcga_pub_2017	TCGA-DK-AA6T-01	-1.423	2.0197	1.0817	0.6535	-1.2172	0.2495
blca_tcga_pub_2017	TCGA-DK-AA6U-01	-0.471	3.5648	-0.3097	-0.1174	-0.7081	-0.1289
blca_tcga_pub_2017	TCGA-DK-AA6W-01	-0.916	0.7101	0.0437	0.0735	-0.8187	0.7217
blca_tcga_pub_2017	TCGA-DK-AA71-01	-0.0929	1.0882	-0.8592	-0.8921	-0.9119	-1.2896
blca_tcga_pub_2017	TCGA-DK-AA74-01	1.3311	-1.1347	-0.2845	-1.1193	-1.0091	0.1169
blca_tcga_pub_2017	TCGA-DK-AA75-01	1.5829	0.4648	-0.8473	-1.0477	-1.397	-1.55
blca_tcga_pub_2017	TCGA-DK-AA76-01	2.1697	2.1486	-0.8467	-0.7331	0.4348	-0.8527
blca_tcga_pub_2017	TCGA-DK-AA77-01	-0.171	0.3583	-0.7139	-0.4507	-0.4921	-0.9425
blca_tcga_pub_2017	TCGA-G2-AA3B-01	-1.513	0.2979	-0.9132	-1.2373	-1.2446	-0.8219
blca_tcga_pub_2017	TCGA-G2-AA3C-01	1.3267	0.1304	-0.0441	-0.8975	-1.3479	0.7066
blca_tcga_pub_2017	TCGA-G2-AA3D-01	-0.0328	1.1741	-0.6484	-0.9152	-0.9246	-0.0008
blca_tcga_pub_2017	TCGA-GU-AATO-01	0.9584	-0.4128	-0.6836	0.1873	-1.3213	0.2678
blca_tcga_pub_2017	TCGA-GU-AATP-01	-1.2432	0.0528	-0.0798	-0.2886	-0.8816	0.2751
blca_tcga_pub_2017	TCGA-GU-AATQ-01	1.2608	2.6583	-0.7234	-0.9238	1.0904	0.3796
blca_tcga_pub_2017	TCGA-XF-A9SH-01	-0.7675	1.6085	-0.4721	-0.8489	-0.7094	-0.761
blca_tcga_pub_2017	TCGA-XF-A9SI-01	-0.4394	1.4048	1.4817	0.724	-0.3319	0.6892
blca_tcga_pub_2017	TCGA-XF-A9SJ-01	0.2801	1.2846	0.2146	0.4827	-1.0454	-0.1592
blca_tcga_pub_2017	TCGA-XF-A9SL-01	0.2018	-0.2939	1.3897	-0.1614	-1.0273	1.3661
blca_tcga_pub_2017	TCGA-XF-A9SP-01	0.2439	1.852	-0.0782	-1.0255	-1.0026	0.7946
blca_tcga_pub_2017	TCGA-XF-A9SU-01	0.2612	0.2002	-0.2153	-1.2339	-1.307	-0.2918
blca_tcga_pub_2017	TCGA-XF-A9SX-01	-0.8181	-0.0801	1.0706	-1.1585	-0.4566	1.8599
blca_tcga_pub_2017	TCGA-XF-A9SZ-01	-1.7436	1.4273	0.2394	-1.3481	-0.5244	-0.4632
blca_tcga_pub_2017	TCGA-XF-A9T0-01	-2.2345	0.2847	-0.6341	-0.7707	-1.087	-0.7394
blca_tcga_pub_2017	TCGA-XF-A9T4-01	0.0372	-0.4649	-0.3169	-0.519	0.5959	-0.3768
blca_tcga_pub_2017	TCGA-XF-A9T8-01	-0.7691	0.3038	-0.3662	1.3542	-0.4831	0.7319
blca_tcga_pub_2017	TCGA-YC-A9TC-01	2.2688	1.6683	-0.716	-0.899	-1.2799	-1.3913
blca_tcga_pub_2017	TCGA-ZF-A9R1-01	2.6722	-0.0033	-0.4688	-0.8229	0.2688	-0.8633
blca_tcga_pub_2017	TCGA-ZF-A9R2-01	2.2976	4.027	-0.9114	-0.7779	-0.0226	-0.8116
blca_tcga_pub_2017	TCGA-ZF-AA51-01	-1.5657	1.28	-0.3774	-0.1715	-0.3751	-0.9747
blca_tcga_pub_2017	TCGA-ZF-AA52-01	-0.5085	-0.6281	1.1906	0.3425	-1.2787	1.2263
blca_tcga_pub_2017	TCGA-ZF-AA53-01	-0.0731	-0.3649	-0.6076	-0.2643	-1.0134	0.0701
blca_tcga_pub_2017	TCGA-ZF-AA54-01	-1.4605	1.1117	3.2135	0.8199	0.3521	1.7941
blca_tcga_pub_2017	TCGA-ZF-AA56-01	-0.1517	-0.0637	-0.3498	-0.1695	1.4089	-0.6264
blca_tcga_pub_2017	TCGA-ZF-AA5H-01	2.2604	-1.3841	1.4913	1.1189	-0.0704	0.4369
blca_tcga_pub_2017	TCGA-ZF-AA5P-01	1.0239	-0.4274	2.597	-1.1514	-0.3153	2.019
blca_tcga_pub_2017	TCGA-5N-A9KI-01	-0.9421	11.544	1.1857	0.216	-0.6639	0.4048
blca_tcga_pub_2017	TCGA-5N-A9KM-01	-1.8078	0.6299	-0.6101	-0.9634	-0.0472	-0.8593
blca_tcga_pub_2017	TCGA-DK-AA6R-01	1.5494	0.7213	1.5765	-0.0204	0.4961	1.1411
blca_tcga_pub_2017	TCGA-DK-AA6X-01	-0.5977	-1.3232	-0.3892	0.0217	0.6554	0.6814
blca_tcga_pub_2017	TCGA-G2-AA3F-01	0.5059	-0.8244	-0.6715	-0.1036	0.8655	-1.227
blca_tcga_pub_2017	TCGA-UY-A8OB-01	-2.2453	2.3211	0.1399	-1.0174	-0.6947	0.7194
blca_tcga_pub_2017	TCGA-XF-A9SK-01	-0.2725	5.0363	-0.2044	-0.3909	-0.4879	0.8239
blca_tcga_pub_2017	TCGA-XF-A9SM-01	0.4335	-1.7428	0.1316	0.2306	-0.5922	0.5282
blca_tcga_pub_2017	TCGA-XF-A9ST-01	-0.0528	0.2785	-0.8294	-0.823	-1.4375	-0.8641
blca_tcga_pub_2017	TCGA-XF-A9SV-01	-0.6615	-1.1225	-0.2195	-0.8615	-0.7454	-0.9944
blca_tcga_pub_2017	TCGA-XF-A9SW-01	-0.9015	-2.1722	2.9579	0.3143	-0.8624	1.5613
blca_tcga_pub_2017	TCGA-XF-A9SY-01	-0.1342	-0.0821	2.3604	-0.819	0.6432	1.357
blca_tcga_pub_2017	TCGA-XF-A9T2-01	0.9728	-0.6261	0.2114	-0.9158	-0.2551	0.6101
blca_tcga_pub_2017	TCGA-XF-A9T3-01	1.5711	1.2694	1.6022	-1.0102	-0.0666	1.422
blca_tcga_pub_2017	TCGA-XF-A9T5-01	1.9013	-1.0806	-0.677	-0.8195	-0.4216	-0.32
blca_tcga_pub_2017	TCGA-XF-A9T6-01	-0.6088	-2.5944	-0.1539	-0.4041	-0.8845	-0.1625
blca_tcga_pub_2017	TCGA-XF-AAME-01	-0.9457	0.0475	0.918	1.2326	-0.425	2.5236
blca_tcga_pub_2017	TCGA-XF-AAMG-01	-0.0889	-0.4235	-0.2027	-0.745	-0.4222	0.1321
blca_tcga_pub_2017	TCGA-XF-AAMH-01	-1.5222	-1.1153	-0.8431	-0.9739	-1.5058	-0.5682
blca_tcga_pub_2017	TCGA-XF-AAMJ-01	0.089	0.5558	2.279	-0.963	-0.5464	1.3427
blca_tcga_pub_2017	TCGA-XF-AAML-01	0.0258	-1.7262	0.7388	-1.1546	-0.6641	-0.2518
blca_tcga_pub_2017	TCGA-XF-AAMQ-01	0.9566	2.1199	-0.6198	-0.2828	0.4159	1.6205
blca_tcga_pub_2017	TCGA-XF-AAMR-01	-0.2387	0.252	2.3768	0.6396	1.348	2.0219
blca_tcga_pub_2017	TCGA-XF-AAMT-01	1.3846	0.23	0.614	-0.331	0.2134	1.1907
blca_tcga_pub_2017	TCGA-XF-AAMW-01	0.8498	0.0204	2.5143	-0.4587	1.5686	0.5027
blca_tcga_pub_2017	TCGA-XF-AAMX-01	-0.7047	0.3456	-0.6404	-1.3848	-1.1151	2.2752
blca_tcga_pub_2017	TCGA-XF-AAMY-01	-0.7261	-0.6279	0.7286	-0.1384	-0.4428	-0.4568
blca_tcga_pub_2017	TCGA-XF-AAMZ-01	-0.8467	1.8297	-0.769	-0.8814	-0.9378	-0.6044
blca_tcga_pub_2017	TCGA-XF-AAN0-01	-0.6256	2.7784	-0.4175	5.9056	0.8118	3.4125
blca_tcga_pub_2017	TCGA-XF-AAN1-01	-0.1656	0.3296	-0.6904	-0.6443	-1.0953	-0.5934
blca_tcga_pub_2017	TCGA-XF-AAN2-01	-0.972	-0.0106	0.4642	1.0666	-0.2229	-0.1459
blca_tcga_pub_2017	TCGA-XF-AAN3-01	-1.0635	1.9154	-0.1874	1.8388	1.6831	0.0913
blca_tcga_pub_2017	TCGA-XF-AAN4-01	0.4176	-0.8976	3.7282	-0.4875	-0.3178	3.183
blca_tcga_pub_2017	TCGA-XF-AAN5-01	-1.1407	-1.1029	-0.6383	-0.4213	-0.3279	-0.3696
blca_tcga_pub_2017	TCGA-XF-AAN7-01	-0.3836	2.8821	-0.4918	-0.249	-1.0824	2.1534
blca_tcga_pub_2017	TCGA-XF-AAN8-01	-1.0987	-0.7744	1.1775	-1.1218	-0.4586	2.6219
blca_tcga_pub_2017	TCGA-YF-AA3M-01	-0.793	2.147	-0.641	-0.9881	-1.0843	0.193
blca_tcga_pub_2017	TCGA-ZF-A9R5-01	-1.2367	0.1361	-0.7412	-0.5	-0.2705	-1.0142
blca_tcga_pub_2017	TCGA-ZF-A9RD-01	-0.6294	-1.8415	0.7795	-0.8102	0.2897	-0.5992
blca_tcga_pub_2017	TCGA-ZF-A9RN-01	-0.8578	1.4154	5.4779	-1.1998	-1.0045	-0.7774
blca_tcga_pub_2017	TCGA-ZF-AA58-01	-1.1547	-1.745	0.4196	-0.0611	-0.6439	1.2466
blca_tcga_pub_2017	TCGA-ZF-AA5N-01	-1.3872	0.4754	-0.9654	1.6253	-1.1437	-1.3064
blca_tcga_pub_2017	TCGA-BL-A0C8-01	-1.3324	-1.0515	-0.0056	0.7706	0.6423	0.4045
blca_tcga_pub_2017	TCGA-BL-A13J-01	-1.2644	-0.4286	-0.1999	0.8863	2.1985	-0.0322
blca_tcga_pub_2017	TCGA-BT-A0S7-01	-0.6595	-0.6396	-0.4637	0.113	-0.2654	0.6075
blca_tcga_pub_2017	TCGA-BT-A0YX-01	0.1109	1.1782	-0.6034	-0.3011	1.3321	-0.9688
blca_tcga_pub_2017	TCGA-C4-A0EZ-01	-0.0393	1.5012	6.636	0.1527	-1.368	0.5404
blca_tcga_pub_2017	TCGA-C4-A0F0-01	0.7833	-0.0455	2.5135	-0.7483	0.2761	0.0644
blca_tcga_pub_2017	TCGA-C4-A0F1-01	-0.9151	0.1863	3.1128	0.1614	1.8781	0.3791
blca_tcga_pub_2017	TCGA-C4-A0F6-01	2.8063	1.1186	-0.6385	-0.6836	0.5614	-0.8294
blca_tcga_pub_2017	TCGA-C4-A0F7-01	3.8533	0.2411	2.0563	0.9336	0.716	-0.0494
blca_tcga_pub_2017	TCGA-CU-A0YN-01	-0.5589	-1.5404	0.4718	1.5055	-0.0547	0.274
blca_tcga_pub_2017	TCGA-CU-A0YO-01	-0.6879	0.0021	0.2314	-0.1372	0.9719	0.3684
blca_tcga_pub_2017	TCGA-CU-A0YR-01	-1.1558	-0.4085	-0.253	-0.2972	1.3237	-1.0239
