,cell line,condition,io_ratio
609,SW1710,"['~JNK', '~BCL2']",0.0
610,SW1710,"['~JNK', '~FGFR3']",0.0
611,SW1710,"['~JNK', '~MAP3K1_3']",0.0
612,SW1710,"['~JNK', '~PLCG']",0.0
613,SW1710,"['~JNK', '~PPP2CA']",0.0
614,SW1710,"['~JNK', '~RAS']",0.0
615,SW1710,"['~JNK', '~SOS']",0.0
616,SW1710,"['~JNK', '~ATF2']",0.0
617,SW1710,"['~JNK', '~ATM']",0.0
618,SW1710,"['~JNK', '~ELK1']",0.0
619,SW1710,"['~JNK', '~FOS']",0.0
620,SW1710,"['~JNK', '~FRS2']",0.0
621,SW1710,"['~JNK', '~GAB1']",0.0
622,SW1710,"['~JNK', '~GRB2']",0.0
623,SW1710,"['~JNK', '~JUN']",0.0
624,SW1710,"['~JNK', '~PKC']",0.0
625,SW1710,"['~JNK', '~RAF']",0.0
626,SW1710,"['~JNK', '~RSK']",0.0
627,SW1710,"['~JNK', '~TAOK']",0.0
628,SW1710,"['~MEK1_2', '~AKT']",0.0
629,SW1710,"['~MEK1_2', '~BCL2']",0.0
630,SW1710,"['~MEK1_2', '~FGFR3']",0.0
631,SW1710,"['~MEK1_2', '~MAP3K1_3']",0.0
632,SW1710,"['~MEK1_2', '~PLCG']",0.0
633,SW1710,"['~MEK1_2', '~PPP2CA']",0.0
634,SW1710,"['~MEK1_2', '~RAS']",0.0
635,SW1710,"['~MEK1_2', '~SOS']",0.0
636,SW1710,"['~MEK1_2', '~ATF2']",0.0
637,SW1710,"['~MEK1_2', '~ATM']",0.0
638,SW1710,"['~MEK1_2', '~ELK1']",0.0
639,SW1710,"['~MEK1_2', '~FOS']",0.0
640,SW1710,"['~MEK1_2', '~FRS2']",0.0
641,SW1710,"['~MEK1_2', '~GAB1']",0.0
642,SW1710,"['~MEK1_2', '~GRB2']",0.0
643,SW1710,"['~MEK1_2', '~JUN']",0.0
644,SW1710,"['~MEK1_2', '~PKC']",0.0
645,SW1710,"['~MEK1_2', '~RAF']",0.0
646,SW1710,"['~MEK1_2', '~RSK']",0.0
647,SW1710,"['~MEK1_2', '~TAOK']",0.0
648,SCABER,control,0.0
649,SCABER,"['~EGFR', '~AKT']",0.0
650,SCABER,"['~EGFR', '~BCL2']",0.0
651,SCABER,"['~EGFR', '~FGFR3']",0.0
652,SCABER,"['~EGFR', '~MAP3K1_3']",0.0
653,SCABER,"['~EGFR', '~PLCG']",0.0
654,SCABER,"['~EGFR', '~PPP2CA']",0.0
655,SCABER,"['~EGFR', '~RAS']",0.0
656,SCABER,"['~EGFR', '~SOS']",0.0
657,SCABER,"['~EGFR', '~ATF2']",0.0
658,SCABER,"['~EGFR', '~ATM']",0.0
659,SCABER,"['~EGFR', '~ELK1']",0.0
660,SCABER,"['~EGFR', '~FOS']",0.0
661,SCABER,"['~EGFR', '~FRS2']",0.0
662,SCABER,"['~EGFR', '~GAB1']",0.0
663,SCABER,"['~EGFR', '~GRB2']",0.0
664,SCABER,"['~EGFR', '~JUN']",0.0
665,SCABER,"['~EGFR', '~PKC']",0.0
666,SCABER,"['~EGFR', '~RAF']",0.0
667,SCABER,"['~EGFR', '~RSK']",0.0
668,SCABER,"['~EGFR', '~TAOK']",0.0
669,SCABER,"['~ERK', '~AKT']",0.0
670,SCABER,"['~ERK', '~BCL2']",0.0
671,SCABER,"['~ERK', '~FGFR3']",0.0
672,SCABER,"['~ERK', '~MAP3K1_3']",0.0
673,SCABER,"['~ERK', '~PLCG']",0.0
674,SCABER,"['~ERK', '~PPP2CA']",0.0
675,SCABER,"['~ERK', '~RAS']",0.0
676,SCABER,"['~ERK', '~SOS']",0.0
677,SCABER,"['~ERK', '~ATF2']",0.0
678,SCABER,"['~ERK', '~ATM']",0.0
679,SCABER,"['~ERK', '~ELK1']",0.0
680,SCABER,"['~ERK', '~FOS']",0.0
681,SCABER,"['~ERK', '~FRS2']",0.0
682,SCABER,"['~ERK', '~GAB1']",0.0
683,SCABER,"['~ERK', '~GRB2']",0.0
684,SCABER,"['~ERK', '~JUN']",0.0
685,SCABER,"['~ERK', '~PKC']",0.0
686,SCABER,"['~ERK', '~RAF']",0.0
687,SCABER,"['~ERK', '~RSK']",0.0
688,SCABER,"['~ERK', '~TAOK']",0.0
689,SCABER,"['~JNK', '~AKT']",0.0
690,SCABER,"['~JNK', '~BCL2']",0.0
691,SCABER,"['~JNK', '~FGFR3']",0.0
692,SCABER,"['~JNK', '~MAP3K1_3']",0.0
693,SCABER,"['~JNK', '~PLCG']",0.0
694,SCABER,"['~JNK', '~PPP2CA']",0.0
695,SCABER,"['~JNK', '~RAS']",0.0
696,SCABER,"['~JNK', '~SOS']",0.0
697,SCABER,"['~JNK', '~ATF2']",0.0
698,SCABER,"['~JNK', '~ATM']",0.0
699,SCABER,"['~JNK', '~ELK1']",0.0
700,SCABER,"['~JNK', '~FOS']",0.0
701,SCABER,"['~JNK', '~FRS2']",0.0
702,SCABER,"['~JNK', '~GAB1']",0.0
703,SCABER,"['~JNK', '~GRB2']",0.0
704,SCABER,"['~JNK', '~JUN']",0.0
705,SCABER,"['~JNK', '~PKC']",0.0
706,SCABER,"['~JNK', '~RAF']",0.0
707,SCABER,"['~JNK', '~RSK']",0.0
708,SCABER,"['~JNK', '~TAOK']",0.0
709,SCABER,"['~MEK1_2', '~AKT']",0.0
710,SCABER,"['~MEK1_2', '~BCL2']",0.0
711,SCABER,"['~MEK1_2', '~FGFR3']",0.0
712,SCABER,"['~MEK1_2', '~MAP3K1_3']",0.0
713,SCABER,"['~MEK1_2', '~PLCG']",0.0
714,SCABER,"['~MEK1_2', '~PPP2CA']",0.0
715,SCABER,"['~MEK1_2', '~RAS']",0.0
716,SCABER,"['~MEK1_2', '~SOS']",0.0
717,SCABER,"['~MEK1_2', '~ATF2']",0.0
718,SCABER,"['~MEK1_2', '~ATM']",0.0
719,SCABER,"['~MEK1_2', '~ELK1']",0.0
720,SCABER,"['~MEK1_2', '~FOS']",0.0
721,SCABER,"['~MEK1_2', '~FRS2']",0.0
722,SCABER,"['~MEK1_2', '~GAB1']",0.0
723,SCABER,"['~MEK1_2', '~GRB2']",0.0
724,SCABER,"['~MEK1_2', '~JUN']",0.0
725,SCABER,"['~MEK1_2', '~PKC']",0.0
726,SCABER,"['~MEK1_2', '~RAF']",0.0
727,SCABER,"['~MEK1_2', '~RSK']",0.0
728,SCABER,"['~MEK1_2', '~TAOK']",0.0
729,UMUC3,control,0.0
730,UMUC3,"['~EGFR', '~AKT']",0.0
731,UMUC3,"['~EGFR', '~BCL2']",0.0
732,UMUC3,"['~EGFR', '~FGFR3']",0.0
733,UMUC3,"['~EGFR', '~MAP3K1_3']",0.0
734,UMUC3,"['~EGFR', '~PLCG']",0.0
735,UMUC3,"['~EGFR', '~PPP2CA']",0.0
736,UMUC3,"['~EGFR', '~RAS']",0.0
737,UMUC3,"['~EGFR', '~SOS']",0.0
738,UMUC3,"['~EGFR', '~ATF2']",0.0
739,UMUC3,"['~EGFR', '~ATM']",0.0
740,UMUC3,"['~EGFR', '~ELK1']",0.0
741,UMUC3,"['~EGFR', '~FOS']",0.0
742,UMUC3,"['~EGFR', '~FRS2']",0.0
743,UMUC3,"['~EGFR', '~GAB1']",0.0
744,UMUC3,"['~EGFR', '~GRB2']",0.0
745,UMUC3,"['~EGFR', '~JUN']",0.0
746,UMUC3,"['~EGFR', '~PKC']",0.0
747,UMUC3,"['~EGFR', '~RAF']",0.0
748,UMUC3,"['~EGFR', '~RSK']",0.0
749,UMUC3,"['~EGFR', '~TAOK']",0.0
750,UMUC3,"['~ERK', '~AKT']",0.0
751,UMUC3,"['~ERK', '~BCL2']",0.0
752,UMUC3,"['~ERK', '~FGFR3']",0.0
753,UMUC3,"['~ERK', '~MAP3K1_3']",0.0
754,UMUC3,"['~ERK', '~PLCG']",0.0
755,UMUC3,"['~ERK', '~PPP2CA']",0.0
756,UMUC3,"['~ERK', '~RAS']",0.0
757,UMUC3,"['~ERK', '~SOS']",0.0
758,UMUC3,"['~ERK', '~ATF2']",0.0
759,UMUC3,"['~ERK', '~ATM']",0.0
760,UMUC3,"['~ERK', '~ELK1']",0.0
761,UMUC3,"['~ERK', '~FOS']",0.0
762,UMUC3,"['~ERK', '~FRS2']",0.0
763,UMUC3,"['~ERK', '~GAB1']",0.0
764,UMUC3,"['~ERK', '~GRB2']",0.0
765,UMUC3,"['~ERK', '~JUN']",0.0
766,UMUC3,"['~ERK', '~PKC']",0.0
767,UMUC3,"['~ERK', '~RAF']",0.0
768,UMUC3,"['~ERK', '~RSK']",0.0
769,UMUC3,"['~ERK', '~TAOK']",0.0
770,UMUC3,"['~JNK', '~AKT']",0.0
771,UMUC3,"['~JNK', '~BCL2']",0.0
772,UMUC3,"['~JNK', '~FGFR3']",0.0
773,UMUC3,"['~JNK', '~MAP3K1_3']",0.0
774,UMUC3,"['~JNK', '~PLCG']",0.0
775,UMUC3,"['~JNK', '~PPP2CA']",0.0
776,UMUC3,"['~JNK', '~RAS']",0.0
777,UMUC3,"['~JNK', '~SOS']",0.0
778,UMUC3,"['~JNK', '~ATF2']",0.0
779,UMUC3,"['~JNK', '~ATM']",0.0
780,UMUC3,"['~JNK', '~ELK1']",0.0
781,UMUC3,"['~JNK', '~FOS']",0.0
782,UMUC3,"['~JNK', '~FRS2']",0.0
783,UMUC3,"['~JNK', '~GAB1']",0.0
784,UMUC3,"['~JNK', '~GRB2']",0.0
785,UMUC3,"['~JNK', '~JUN']",0.0
786,UMUC3,"['~JNK', '~PKC']",0.0
787,UMUC3,"['~JNK', '~RAF']",0.0
788,UMUC3,"['~JNK', '~RSK']",0.0
789,UMUC3,"['~JNK', '~TAOK']",0.0
790,UMUC3,"['~MEK1_2', '~AKT']",0.0
791,UMUC3,"['~MEK1_2', '~BCL2']",0.0
792,UMUC3,"['~MEK1_2', '~FGFR3']",0.0
793,UMUC3,"['~MEK1_2', '~MAP3K1_3']",0.0
794,UMUC3,"['~MEK1_2', '~PLCG']",0.0
795,UMUC3,"['~MEK1_2', '~PPP2CA']",0.0
796,UMUC3,"['~MEK1_2', '~RAS']",0.0
797,UMUC3,"['~MEK1_2', '~SOS']",0.0
798,UMUC3,"['~MEK1_2', '~ATF2']",0.0
799,UMUC3,"['~MEK1_2', '~ATM']",0.0
800,UMUC3,"['~MEK1_2', '~ELK1']",0.0
801,UMUC3,"['~MEK1_2', '~FOS']",0.0
802,UMUC3,"['~MEK1_2', '~FRS2']",0.0
803,UMUC3,"['~MEK1_2', '~GAB1']",0.0
804,UMUC3,"['~MEK1_2', '~GRB2']",0.0
805,UMUC3,"['~MEK1_2', '~JUN']",0.0
806,UMUC3,"['~MEK1_2', '~PKC']",0.0
807,UMUC3,"['~MEK1_2', '~RAF']",0.0
808,UMUC3,"['~MEK1_2', '~RSK']",0.0
809,UMUC3,"['~MEK1_2', '~TAOK']",0.0
810,CAL29,control,0.0
811,CAL29,"['~EGFR', '~AKT']",0.0
812,CAL29,"['~EGFR', '~BCL2']",0.0
813,CAL29,"['~EGFR', '~FGFR3']",0.0
814,CAL29,"['~EGFR', '~MAP3K1_3']",0.0
815,CAL29,"['~EGFR', '~PLCG']",0.0
816,CAL29,"['~EGFR', '~PPP2CA']",0.0
817,CAL29,"['~EGFR', '~RAS']",0.0
818,CAL29,"['~EGFR', '~SOS']",0.0
819,CAL29,"['~EGFR', '~ATF2']",0.0
820,CAL29,"['~EGFR', '~ATM']",0.0
821,CAL29,"['~EGFR', '~ELK1']",0.0
822,CAL29,"['~EGFR', '~FOS']",0.0
823,CAL29,"['~EGFR', '~FRS2']",0.0
824,CAL29,"['~EGFR', '~GAB1']",0.0
825,CAL29,"['~EGFR', '~GRB2']",0.0
826,CAL29,"['~EGFR', '~JUN']",0.0
827,CAL29,"['~EGFR', '~PKC']",0.0
828,CAL29,"['~EGFR', '~RAF']",0.0
829,CAL29,"['~EGFR', '~RSK']",0.0
830,CAL29,"['~EGFR', '~TAOK']",0.0
831,CAL29,"['~ERK', '~AKT']",0.0
832,CAL29,"['~ERK', '~BCL2']",0.0
833,CAL29,"['~ERK', '~FGFR3']",0.0
834,CAL29,"['~ERK', '~MAP3K1_3']",0.0
835,CAL29,"['~ERK', '~PLCG']",0.0
836,CAL29,"['~ERK', '~PPP2CA']",0.0
837,CAL29,"['~ERK', '~RAS']",0.0
838,CAL29,"['~ERK', '~SOS']",0.0
839,CAL29,"['~ERK', '~ATF2']",0.0
840,CAL29,"['~ERK', '~ATM']",0.0
841,CAL29,"['~ERK', '~ELK1']",0.0
842,CAL29,"['~ERK', '~FOS']",0.0
843,CAL29,"['~ERK', '~FRS2']",0.0
844,CAL29,"['~ERK', '~GAB1']",0.0
845,CAL29,"['~ERK', '~GRB2']",0.0
846,CAL29,"['~ERK', '~JUN']",0.0
847,CAL29,"['~ERK', '~PKC']",0.0
848,CAL29,"['~ERK', '~RAF']",0.0
849,CAL29,"['~ERK', '~RSK']",0.0
850,CAL29,"['~ERK', '~TAOK']",0.0
851,CAL29,"['~JNK', '~AKT']",0.0
852,CAL29,"['~JNK', '~BCL2']",0.0
853,CAL29,"['~JNK', '~FGFR3']",0.0
854,CAL29,"['~JNK', '~MAP3K1_3']",0.0
855,CAL29,"['~JNK', '~PLCG']",0.0
856,CAL29,"['~JNK', '~PPP2CA']",0.0
857,CAL29,"['~JNK', '~RAS']",0.0
858,CAL29,"['~JNK', '~SOS']",0.0
859,CAL29,"['~JNK', '~ATF2']",0.0
860,CAL29,"['~JNK', '~ATM']",0.0
861,CAL29,"['~JNK', '~ELK1']",0.0
862,CAL29,"['~JNK', '~FOS']",0.0
863,CAL29,"['~JNK', '~FRS2']",0.0
864,CAL29,"['~JNK', '~GAB1']",0.0
865,CAL29,"['~JNK', '~GRB2']",0.0
866,CAL29,"['~JNK', '~JUN']",0.0
867,CAL29,"['~JNK', '~PKC']",0.0
868,CAL29,"['~JNK', '~RAF']",0.0
869,CAL29,"['~JNK', '~RSK']",0.0
870,CAL29,"['~JNK', '~TAOK']",0.0
871,CAL29,"['~MEK1_2', '~AKT']",0.0
872,CAL29,"['~MEK1_2', '~BCL2']",0.0
873,CAL29,"['~MEK1_2', '~FGFR3']",0.0
874,CAL29,"['~MEK1_2', '~MAP3K1_3']",0.0
875,CAL29,"['~MEK1_2', '~PLCG']",0.0
876,CAL29,"['~MEK1_2', '~PPP2CA']",0.0
877,CAL29,"['~MEK1_2', '~RAS']",0.0
878,CAL29,"['~MEK1_2', '~SOS']",0.0
879,CAL29,"['~MEK1_2', '~ATF2']",0.0
880,CAL29,"['~MEK1_2', '~ATM']",0.0
881,CAL29,"['~MEK1_2', '~ELK1']",0.0
882,CAL29,"['~MEK1_2', '~FOS']",0.0
883,CAL29,"['~MEK1_2', '~FRS2']",0.0
884,CAL29,"['~MEK1_2', '~GAB1']",0.0
885,CAL29,"['~MEK1_2', '~GRB2']",0.0
886,CAL29,"['~MEK1_2', '~JUN']",0.0
887,CAL29,"['~MEK1_2', '~PKC']",0.0
888,CAL29,"['~MEK1_2', '~RAF']",0.0
889,CAL29,"['~MEK1_2', '~RSK']",0.0
890,CAL29,"['~MEK1_2', '~TAOK']",0.0
891,VMCUB1,control,0.0
892,VMCUB1,"['~EGFR', '~AKT']",0.0
893,VMCUB1,"['~EGFR', '~BCL2']",0.0
894,VMCUB1,"['~EGFR', '~FGFR3']",0.0
895,VMCUB1,"['~EGFR', '~MAP3K1_3']",0.0
896,VMCUB1,"['~EGFR', '~PLCG']",0.0
897,VMCUB1,"['~EGFR', '~PPP2CA']",0.0
898,VMCUB1,"['~EGFR', '~RAS']",0.0
899,VMCUB1,"['~EGFR', '~SOS']",0.0
900,VMCUB1,"['~EGFR', '~ATF2']",0.0
901,VMCUB1,"['~EGFR', '~ATM']",0.0
902,VMCUB1,"['~EGFR', '~ELK1']",0.0
903,VMCUB1,"['~EGFR', '~FOS']",0.0
904,VMCUB1,"['~EGFR', '~FRS2']",0.0
905,VMCUB1,"['~EGFR', '~GAB1']",0.0
906,VMCUB1,"['~EGFR', '~GRB2']",0.0
907,VMCUB1,"['~EGFR', '~JUN']",0.0
908,VMCUB1,"['~EGFR', '~PKC']",0.0
909,VMCUB1,"['~EGFR', '~RAF']",0.0
910,VMCUB1,"['~EGFR', '~RSK']",0.0
911,VMCUB1,"['~EGFR', '~TAOK']",0.0
912,VMCUB1,"['~ERK', '~AKT']",0.0
913,VMCUB1,"['~ERK', '~BCL2']",0.0
914,VMCUB1,"['~ERK', '~FGFR3']",0.0
915,VMCUB1,"['~ERK', '~MAP3K1_3']",0.0
916,VMCUB1,"['~ERK', '~PLCG']",0.0
917,VMCUB1,"['~ERK', '~PPP2CA']",0.0
918,VMCUB1,"['~ERK', '~RAS']",0.0
919,VMCUB1,"['~ERK', '~SOS']",0.0
920,VMCUB1,"['~ERK', '~ATF2']",0.0
921,VMCUB1,"['~ERK', '~ATM']",0.0
922,VMCUB1,"['~ERK', '~ELK1']",0.0
923,VMCUB1,"['~ERK', '~FOS']",0.0
924,VMCUB1,"['~ERK', '~FRS2']",0.0
925,VMCUB1,"['~ERK', '~GAB1']",0.0
926,VMCUB1,"['~ERK', '~GRB2']",0.0
927,VMCUB1,"['~ERK', '~JUN']",0.0
928,VMCUB1,"['~ERK', '~PKC']",0.0
929,VMCUB1,"['~ERK', '~RAF']",0.0
930,VMCUB1,"['~ERK', '~RSK']",0.0
931,VMCUB1,"['~ERK', '~TAOK']",0.0
932,VMCUB1,"['~JNK', '~AKT']",0.0
933,VMCUB1,"['~JNK', '~BCL2']",0.0
934,VMCUB1,"['~JNK', '~FGFR3']",0.0
935,VMCUB1,"['~JNK', '~MAP3K1_3']",0.0
936,VMCUB1,"['~JNK', '~PLCG']",0.0
937,VMCUB1,"['~JNK', '~PPP2CA']",0.0
938,VMCUB1,"['~JNK', '~RAS']",0.0
939,VMCUB1,"['~JNK', '~SOS']",0.0
940,VMCUB1,"['~JNK', '~ATF2']",0.0
941,VMCUB1,"['~JNK', '~ATM']",0.0
942,VMCUB1,"['~JNK', '~ELK1']",0.0
943,VMCUB1,"['~JNK', '~FOS']",0.0
944,VMCUB1,"['~JNK', '~FRS2']",0.0
945,VMCUB1,"['~JNK', '~GAB1']",0.0
946,VMCUB1,"['~JNK', '~GRB2']",0.0
947,VMCUB1,"['~JNK', '~JUN']",0.0
948,VMCUB1,"['~JNK', '~PKC']",0.0
949,VMCUB1,"['~JNK', '~RAF']",0.0
950,VMCUB1,"['~JNK', '~RSK']",0.0
951,VMCUB1,"['~JNK', '~TAOK']",0.0
952,VMCUB1,"['~MEK1_2', '~AKT']",0.0
953,VMCUB1,"['~MEK1_2', '~BCL2']",0.0
954,VMCUB1,"['~MEK1_2', '~FGFR3']",0.0
955,VMCUB1,"['~MEK1_2', '~MAP3K1_3']",0.0
956,VMCUB1,"['~MEK1_2', '~PLCG']",0.0
957,VMCUB1,"['~MEK1_2', '~PPP2CA']",0.0
958,VMCUB1,"['~MEK1_2', '~RAS']",0.0
959,VMCUB1,"['~MEK1_2', '~SOS']",0.0
960,VMCUB1,"['~MEK1_2', '~ATF2']",0.0
961,VMCUB1,"['~MEK1_2', '~ATM']",0.0
962,VMCUB1,"['~MEK1_2', '~ELK1']",0.0
963,VMCUB1,"['~MEK1_2', '~FOS']",0.0
964,VMCUB1,"['~MEK1_2', '~FRS2']",0.0
965,VMCUB1,"['~MEK1_2', '~GAB1']",0.0
966,VMCUB1,"['~MEK1_2', '~GRB2']",0.0
967,VMCUB1,"['~MEK1_2', '~JUN']",0.0
968,VMCUB1,"['~MEK1_2', '~PKC']",0.0
969,VMCUB1,"['~MEK1_2', '~RAF']",0.0
970,VMCUB1,"['~MEK1_2', '~RSK']",0.0
971,VMCUB1,"['~MEK1_2', '~TAOK']",0.0
972,HT1197,control,0.75
973,HT1197,"['~EGFR', '~AKT']",0.75
974,HT1197,"['~EGFR', '~BCL2']",0.75
975,HT1197,"['~EGFR', '~FGFR3']",0.75
976,HT1197,"['~EGFR', '~MAP3K1_3']",1.0
977,HT1197,"['~EGFR', '~PLCG']",0.75
978,HT1197,"['~EGFR', '~PPP2CA']",0.75
979,HT1197,"['~EGFR', '~RAS']",0.75
980,HT1197,"['~EGFR', '~SOS']",0.75
981,HT1197,"['~EGFR', '~ATF2']",0.75
982,HT1197,"['~EGFR', '~ATM']",1.0
983,HT1197,"['~EGFR', '~ELK1']",0.75
984,HT1197,"['~EGFR', '~FOS']",0.75
985,HT1197,"['~EGFR', '~FRS2']",0.75
986,HT1197,"['~EGFR', '~GAB1']",0.75
987,HT1197,"['~EGFR', '~GRB2']",0.75
988,HT1197,"['~EGFR', '~JUN']",0.75
989,HT1197,"['~EGFR', '~PKC']",0.75
990,HT1197,"['~EGFR', '~RAF']",0.75
991,HT1197,"['~EGFR', '~RSK']",0.75
992,HT1197,"['~EGFR', '~TAOK']",1.0
993,HT1197,"['~ERK', '~AKT']",0.5
994,HT1197,"['~ERK', '~BCL2']",0.5
995,HT1197,"['~ERK', '~FGFR3']",0.5
996,HT1197,"['~ERK', '~MAP3K1_3']",0.5
997,HT1197,"['~ERK', '~PLCG']",0.5
998,HT1197,"['~ERK', '~PPP2CA']",0.5
999,HT1197,"['~ERK', '~RAS']",0.5
1000,HT1197,"['~ERK', '~SOS']",0.5
1001,HT1197,"['~ERK', '~ATF2']",0.5
1002,HT1197,"['~ERK', '~ATM']",0.5
1003,HT1197,"['~ERK', '~ELK1']",0.5
1004,HT1197,"['~ERK', '~FOS']",0.5
1005,HT1197,"['~ERK', '~FRS2']",0.5
1006,HT1197,"['~ERK', '~GAB1']",0.5
1007,HT1197,"['~ERK', '~GRB2']",0.5
1008,HT1197,"['~ERK', '~JUN']",0.5
1009,HT1197,"['~ERK', '~PKC']",0.5
1010,HT1197,"['~ERK', '~RAF']",0.5
1011,HT1197,"['~ERK', '~RSK']",0.5
1012,HT1197,"['~ERK', '~TAOK']",0.5
1013,HT1197,"['~JNK', '~AKT']",0.0
1014,HT1197,"['~JNK', '~BCL2']",0.0
1015,HT1197,"['~JNK', '~FGFR3']",0.0
1016,HT1197,"['~JNK', '~MAP3K1_3']",0.0
1017,HT1197,"['~JNK', '~PLCG']",0.0
1018,HT1197,"['~JNK', '~PPP2CA']",0.0
1019,HT1197,"['~JNK', '~RAS']",0.0
1020,HT1197,"['~JNK', '~SOS']",0.0
1021,HT1197,"['~JNK', '~ATF2']",0.0
1022,HT1197,"['~JNK', '~ATM']",0.0
1023,HT1197,"['~JNK', '~ELK1']",0.0
1024,HT1197,"['~JNK', '~FOS']",0.0
1025,HT1197,"['~JNK', '~FRS2']",0.0
1026,HT1197,"['~JNK', '~GAB1']",0.0
1027,HT1197,"['~JNK', '~GRB2']",0.0
1028,HT1197,"['~JNK', '~JUN']",0.0
1029,HT1197,"['~JNK', '~PKC']",0.0
1030,HT1197,"['~JNK', '~RAF']",0.0
1031,HT1197,"['~JNK', '~RSK']",0.0
1032,HT1197,"['~JNK', '~TAOK']",0.0
1033,HT1197,"['~MEK1_2', '~AKT']",0.5
1034,HT1197,"['~MEK1_2', '~BCL2']",0.5
1035,HT1197,"['~MEK1_2', '~FGFR3']",0.5
1036,HT1197,"['~MEK1_2', '~MAP3K1_3']",0.5
1037,HT1197,"['~MEK1_2', '~PLCG']",0.5
1038,HT1197,"['~MEK1_2', '~PPP2CA']",0.5
1039,HT1197,"['~MEK1_2', '~RAS']",0.5
1040,HT1197,"['~MEK1_2', '~SOS']",0.5
1041,HT1197,"['~MEK1_2', '~ATF2']",0.5
1042,HT1197,"['~MEK1_2', '~ATM']",0.5
1043,HT1197,"['~MEK1_2', '~ELK1']",0.5
1044,HT1197,"['~MEK1_2', '~FOS']",0.5
1045,HT1197,"['~MEK1_2', '~FRS2']",0.5
1046,HT1197,"['~MEK1_2', '~GAB1']",0.5
1047,HT1197,"['~MEK1_2', '~GRB2']",0.5
1048,HT1197,"['~MEK1_2', '~JUN']",0.5
1049,HT1197,"['~MEK1_2', '~PKC']",0.5
1050,HT1197,"['~MEK1_2', '~RAF']",0.5
1051,HT1197,"['~MEK1_2', '~RSK']",0.5
1052,HT1197,"['~MEK1_2', '~TAOK']",0.5
1053,TCCSUP,control,0.0
1054,TCCSUP,"['~EGFR', '~AKT']",0.0
1055,TCCSUP,"['~EGFR', '~BCL2']",0.0
1056,TCCSUP,"['~EGFR', '~FGFR3']",0.0
1057,TCCSUP,"['~EGFR', '~MAP3K1_3']",0.0
1058,TCCSUP,"['~EGFR', '~PLCG']",0.0
1059,TCCSUP,"['~EGFR', '~PPP2CA']",0.0
1060,TCCSUP,"['~EGFR', '~RAS']",0.0
1061,TCCSUP,"['~EGFR', '~SOS']",0.0
1062,TCCSUP,"['~EGFR', '~ATF2']",0.0
1063,TCCSUP,"['~EGFR', '~ATM']",0.0
1064,TCCSUP,"['~EGFR', '~ELK1']",0.0
1065,TCCSUP,"['~EGFR', '~FOS']",0.0
1066,TCCSUP,"['~EGFR', '~FRS2']",0.0
1067,TCCSUP,"['~EGFR', '~GAB1']",0.0
1068,TCCSUP,"['~EGFR', '~GRB2']",0.0
1069,TCCSUP,"['~EGFR', '~JUN']",0.0
1070,TCCSUP,"['~EGFR', '~PKC']",0.0
1071,TCCSUP,"['~EGFR', '~RAF']",0.0
1072,TCCSUP,"['~EGFR', '~RSK']",0.0
1073,TCCSUP,"['~EGFR', '~TAOK']",0.0
1074,TCCSUP,"['~ERK', '~AKT']",0.0
1075,TCCSUP,"['~ERK', '~BCL2']",0.0
1076,TCCSUP,"['~ERK', '~FGFR3']",0.0
1077,TCCSUP,"['~ERK', '~MAP3K1_3']",0.0
1078,TCCSUP,"['~ERK', '~PLCG']",0.0
1079,TCCSUP,"['~ERK', '~PPP2CA']",0.0
1080,TCCSUP,"['~ERK', '~RAS']",0.0
1081,TCCSUP,"['~ERK', '~SOS']",0.0
1082,TCCSUP,"['~ERK', '~ATF2']",0.0
1083,TCCSUP,"['~ERK', '~ATM']",0.0
1084,TCCSUP,"['~ERK', '~ELK1']",0.0
1085,TCCSUP,"['~ERK', '~FOS']",0.0
1086,TCCSUP,"['~ERK', '~FRS2']",0.0
1087,TCCSUP,"['~ERK', '~GAB1']",0.0
1088,TCCSUP,"['~ERK', '~GRB2']",0.0
1089,TCCSUP,"['~ERK', '~JUN']",0.0
1090,TCCSUP,"['~ERK', '~PKC']",0.0
1091,TCCSUP,"['~ERK', '~RAF']",0.0
1092,TCCSUP,"['~ERK', '~RSK']",0.0
1093,TCCSUP,"['~ERK', '~TAOK']",0.0
1094,TCCSUP,"['~JNK', '~AKT']",0.0
1095,TCCSUP,"['~JNK', '~BCL2']",0.0
1096,TCCSUP,"['~JNK', '~FGFR3']",0.0
1097,TCCSUP,"['~JNK', '~MAP3K1_3']",0.0
1098,TCCSUP,"['~JNK', '~PLCG']",0.0
1099,TCCSUP,"['~JNK', '~PPP2CA']",0.0
1100,TCCSUP,"['~JNK', '~RAS']",0.0
1101,TCCSUP,"['~JNK', '~SOS']",0.0
1102,TCCSUP,"['~JNK', '~ATF2']",0.0
1103,TCCSUP,"['~JNK', '~ATM']",0.0
1104,TCCSUP,"['~JNK', '~ELK1']",0.0
1105,TCCSUP,"['~JNK', '~FOS']",0.0
1106,TCCSUP,"['~JNK', '~FRS2']",0.0
1107,TCCSUP,"['~JNK', '~GAB1']",0.0
1108,TCCSUP,"['~JNK', '~GRB2']",0.0
1109,TCCSUP,"['~JNK', '~JUN']",0.0
1110,TCCSUP,"['~JNK', '~PKC']",0.0
1111,TCCSUP,"['~JNK', '~RAF']",0.0
1112,TCCSUP,"['~JNK', '~RSK']",0.0
1113,TCCSUP,"['~JNK', '~TAOK']",0.0
