,cell line,mut_io,mut_io_ratio,"('~AKT', '~BCL2')","('~AKT', '~FGFR3')","('~AKT', '~MAP3K1_3')","('~AKT', '~PLCG')","('~AKT', '~PPP2CA')","('~AKT', '~RAS')","('~AKT', '~SOS')","('~AKT', '~ATF2')","('~AKT', '~ATM')","('~AKT', '~ELK1')","('~AKT', '~FOS')","('~AKT', '~FRS2')","('~AKT', '~GAB1')","('~AKT', '~GRB2')","('~AKT', '~JUN')","('~AKT', '~PKC')","('~AKT', '~RAF')","('~AKT', '~RSK')","('~AKT', '~TAOK')","('~BCL2', '~FGFR3')","('~BCL2', '~MAP3K1_3')","('~BCL2', '~PLCG')","('~BCL2', '~PPP2CA')","('~BCL2', '~RAS')","('~BCL2', '~SOS')","('~BCL2', '~ATF2')","('~BCL2', '~ATM')","('~BCL2', '~ELK1')","('~BCL2', '~FOS')","('~BCL2', '~FRS2')","('~BCL2', '~GAB1')","('~BCL2', '~GRB2')","('~BCL2', '~JUN')","('~BCL2', '~PKC')","('~BCL2', '~RAF')","('~BCL2', '~RSK')","('~BCL2', '~TAOK')","('~FGFR3', '~MAP3K1_3')","('~FGFR3', '~PLCG')","('~FGFR3', '~PPP2CA')","('~FGFR3', '~RAS')","('~FGFR3', '~SOS')","('~FGFR3', '~ATF2')","('~FGFR3', '~ATM')","('~FGFR3', '~ELK1')","('~FGFR3', '~FOS')","('~FGFR3', '~FRS2')","('~FGFR3', '~GAB1')","('~FGFR3', '~GRB2')","('~FGFR3', '~JUN')","('~FGFR3', '~PKC')","('~FGFR3', '~RAF')","('~FGFR3', '~RSK')","('~FGFR3', '~TAOK')","('~MAP3K1_3', '~PLCG')","('~MAP3K1_3', '~PPP2CA')","('~MAP3K1_3', '~RAS')","('~MAP3K1_3', '~SOS')","('~MAP3K1_3', '~ATF2')","('~MAP3K1_3', '~ATM')","('~MAP3K1_3', '~ELK1')","('~MAP3K1_3', '~FOS')","('~MAP3K1_3', '~FRS2')","('~MAP3K1_3', '~GAB1')","('~MAP3K1_3', '~GRB2')","('~MAP3K1_3', '~JUN')","('~MAP3K1_3', '~PKC')","('~MAP3K1_3', '~RAF')","('~MAP3K1_3', '~RSK')","('~MAP3K1_3', '~TAOK')","('~PLCG', '~PPP2CA')","('~PLCG', '~RAS')","('~PLCG', '~SOS')","('~PLCG', '~ATF2')","('~PLCG', '~ATM')","('~PLCG', '~ELK1')","('~PLCG', '~FOS')","('~PLCG', '~FRS2')","('~PLCG', '~GAB1')","('~PLCG', '~GRB2')","('~PLCG', '~JUN')","('~PLCG', '~PKC')","('~PLCG', '~RAF')","('~PLCG', '~RSK')","('~PLCG', '~TAOK')","('~PPP2CA', '~RAS')","('~PPP2CA', '~SOS')","('~PPP2CA', '~ATF2')","('~PPP2CA', '~ATM')","('~PPP2CA', '~ELK1')","('~PPP2CA', '~FOS')","('~PPP2CA', '~FRS2')","('~PPP2CA', '~GAB1')","('~PPP2CA', '~GRB2')","('~PPP2CA', '~JUN')","('~PPP2CA', '~PKC')","('~PPP2CA', '~RAF')","('~PPP2CA', '~RSK')","('~PPP2CA', '~TAOK')","('~RAS', '~SOS')","('~RAS', '~ATF2')","('~RAS', '~ATM')","('~RAS', '~ELK1')","('~RAS', '~FOS')","('~RAS', '~FRS2')","('~RAS', '~GAB1')","('~RAS', '~GRB2')","('~RAS', '~JUN')","('~RAS', '~PKC')","('~RAS', '~RAF')","('~RAS', '~RSK')","('~RAS', '~TAOK')","('~SOS', '~ATF2')","('~SOS', '~ATM')","('~SOS', '~ELK1')","('~SOS', '~FOS')","('~SOS', '~FRS2')","('~SOS', '~GAB1')","('~SOS', '~GRB2')","('~SOS', '~JUN')","('~SOS', '~PKC')","('~SOS', '~RAF')","('~SOS', '~RSK')","('~SOS', '~TAOK')","('~ATF2', '~ATM')","('~ATF2', '~ELK1')","('~ATF2', '~FOS')","('~ATF2', '~FRS2')","('~ATF2', '~GAB1')","('~ATF2', '~GRB2')","('~ATF2', '~JUN')","('~ATF2', '~PKC')","('~ATF2', '~RAF')","('~ATF2', '~RSK')","('~ATF2', '~TAOK')","('~ATM', '~ELK1')","('~ATM', '~FOS')","('~ATM', '~FRS2')","('~ATM', '~GAB1')","('~ATM', '~GRB2')","('~ATM', '~JUN')","('~ATM', '~PKC')","('~ATM', '~RAF')","('~ATM', '~RSK')","('~ATM', '~TAOK')","('~ELK1', '~FOS')","('~ELK1', '~FRS2')","('~ELK1', '~GAB1')","('~ELK1', '~GRB2')","('~ELK1', '~JUN')","('~ELK1', '~PKC')","('~ELK1', '~RAF')","('~ELK1', '~RSK')","('~ELK1', '~TAOK')","('~FOS', '~FRS2')","('~FOS', '~GAB1')","('~FOS', '~GRB2')","('~FOS', '~JUN')","('~FOS', '~PKC')","('~FOS', '~RAF')","('~FOS', '~RSK')","('~FOS', '~TAOK')","('~FRS2', '~GAB1')","('~FRS2', '~GRB2')","('~FRS2', '~JUN')","('~FRS2', '~PKC')","('~FRS2', '~RAF')","('~FRS2', '~RSK')","('~FRS2', '~TAOK')","('~GAB1', '~GRB2')","('~GAB1', '~JUN')","('~GAB1', '~PKC')","('~GAB1', '~RAF')","('~GAB1', '~RSK')","('~GAB1', '~TAOK')","('~GRB2', '~JUN')","('~GRB2', '~PKC')","('~GRB2', '~RAF')","('~GRB2', '~RSK')","('~GRB2', '~TAOK')","('~JUN', '~PKC')","('~JUN', '~RAF')","('~JUN', '~RSK')","('~JUN', '~TAOK')","('~PKC', '~RAF')","('~PKC', '~RSK')","('~PKC', '~TAOK')","('~RAF', '~RSK')","('~RAF', '~TAOK')","('~RSK', '~TAOK')"
0,J82,"[[list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,BFTC905,"[[list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,UMUC1,"[[list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,T24,"[[list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,RT112,"[[list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,KMBC2,"[[list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,RT11284,"[[list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,SW1710,"[[list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])
  list(['~Apoptosis', '~Growth_Arrest'])
  list(['~Apoptosis', '~Growth_Arrest', '~Proliferation'])]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
