,network_idx,size_of_network,num_link,C0,C1,C2,C3,robustness_pa,robustness_ip,redundancy,deterministic_io_ratio,empty_io_ratio,num_input,num_output
0,0.0,61.0,161.0,52.0,7.0,2.0,0.0,0.7745901639344263,0.8852459016393442,-1.0,0.0,1.0,7.0,2.0
1,1.0,61.0,169.0,54.0,4.0,0.0,3.0,0.6639344262295082,0.8475601946721312,81.75,1.0,0.0,7.0,2.0
2,2.0,61.0,167.0,57.0,3.0,0.0,1.0,0.5973360655737705,0.8360175461065574,-1.0,0.0,1.0,7.0,2.0
3,3.0,61.0,169.0,54.0,2.0,0.0,5.0,0.7090163934426229,0.8679079149590164,74.14285714285714,0.25,0.5,7.0,2.0
4,4.0,61.0,166.0,55.0,6.0,0.0,0.0,0.6967213114754098,0.8529713114754098,-1.0,0.0,1.0,7.0,2.0
5,5.0,61.0,171.0,48.0,4.0,0.0,9.0,0.6639344262295082,0.8333760245901639,27.571428571428573,0.375,0.25,7.0,2.0
6,6.0,61.0,165.0,55.0,6.0,0.0,0.0,0.6762295081967213,0.8224257172131147,-1.0,0.0,1.0,7.0,2.0
7,7.0,61.0,171.0,57.0,3.0,0.0,1.0,0.6912568306010929,0.8620965676229508,-1.0,0.0,1.0,7.0,2.0
8,8.0,61.0,170.0,53.0,7.0,1.0,0.0,0.6721311475409836,0.8852459016393442,-1.0,0.0,1.0,7.0,2.0
9,9.0,61.0,163.0,59.0,1.0,0.0,1.0,0.6680327868852459,0.8852459016393442,-1.0,0.0,1.0,7.0,2.0
10,10.0,61.0,165.0,46.0,6.0,0.0,9.0,0.6,0.862977074795082,94.0,0.125,0.75,7.0,2.0
11,11.0,61.0,165.0,49.0,10.0,1.0,1.0,0.6454462659380693,0.8747598616803278,-1.0,0.0,1.0,7.0,2.0
12,12.0,61.0,167.0,58.0,2.0,0.0,1.0,0.5827123695976155,0.8663069928278688,-1.0,0.0,1.0,7.0,2.0
