,network_idx,size_of_network,num_link,C0,C1,C2,C3,robustness_pa,robustness_ip,redundancy,deterministic_io_ratio,empty_io_ratio,num_input,num_output
120,120.0,53.0,103.0,50.0,3.0,0.0,0.0,0.6698113207547168,0.7851193985849056,-1.0,0.0,1.0,4.0,3.0
121,121.0,53.0,101.0,50.0,1.0,0.0,2.0,0.6933962264150944,0.8559109669811321,-1.0,0.0,1.0,4.0,3.0
122,122.0,53.0,102.0,38.0,10.0,4.0,1.0,0.7264150943396226,0.9243071933962265,-1.0,0.0,1.0,4.0,3.0
123,123.0,53.0,103.0,51.0,2.0,0.0,0.0,0.6981132075471698,0.8934625589622641,-1.0,0.0,1.0,4.0,3.0
124,124.0,53.0,100.0,46.0,6.0,0.0,1.0,0.6132075471698113,0.8628943101415094,-1.0,0.0,1.0,4.0,3.0
125,125.0,53.0,102.0,44.0,7.0,0.0,2.0,0.5833333333333334,0.8104731721698113,-1.0,0.0,1.0,4.0,3.0
126,126.0,53.0,103.0,46.0,7.0,0.0,0.0,0.6713836477987422,0.8694907134433962,-1.0,0.0,1.0,4.0,3.0
127,127.0,53.0,101.0,34.0,12.0,0.0,7.0,0.7641509433962265,0.9245283018867925,25.0,0.16666666666666666,0.5,4.0,3.0
128,128.0,53.0,101.0,40.0,11.0,1.0,1.0,0.7641509433962265,0.8666715801886793,-1.0,0.0,1.0,4.0,3.0
129,129.0,53.0,103.0,41.0,9.0,0.0,3.0,0.6462264150943396,0.9245283018867925,13.5,0.16666666666666666,0.5,4.0,3.0
130,130.0,53.0,103.0,43.0,10.0,0.0,0.0,0.7452830188679245,0.9245283018867925,-1.0,0.0,1.0,4.0,3.0
131,131.0,53.0,103.0,44.0,4.0,0.0,5.0,0.6792452830188679,0.9245283018867925,26.0,0.16666666666666666,0.5,4.0,3.0
132,132.0,53.0,102.0,37.0,11.0,2.0,3.0,0.5377358490566038,0.8002837558962265,-1.0,0.0,1.0,4.0,3.0
133,133.0,53.0,102.0,42.0,10.0,0.0,1.0,0.6933962264150944,0.9245283018867925,-1.0,0.0,1.0,4.0,3.0
134,134.0,53.0,100.0,46.0,5.0,0.0,2.0,0.7264150943396226,0.9204746462264151,-1.0,0.0,1.0,4.0,3.0
135,135.0,53.0,104.0,43.0,7.0,0.0,3.0,0.5990566037735849,0.8974425117924528,31.25,0.16666666666666666,0.5,4.0,3.0
136,136.0,53.0,103.0,45.0,6.0,0.0,2.0,0.7358490566037735,0.9107274469339622,-1.0,0.0,1.0,4.0,3.0
137,137.0,53.0,102.0,38.0,11.0,1.0,3.0,0.7012578616352202,0.9191848466981132,83.75,0.16666666666666666,0.5,4.0,3.0
138,138.0,53.0,103.0,52.0,1.0,0.0,0.0,0.7547169811320755,0.9245283018867925,-1.0,0.0,1.0,4.0,3.0
139,139.0,53.0,103.0,36.0,5.0,0.0,12.0,0.6556603773584906,0.9245283018867925,12.75,0.041666666666666664,0.875,4.0,3.0
140,140.0,53.0,103.0,47.0,4.0,2.0,0.0,0.7264150943396226,0.9245283018867925,-1.0,0.0,1.0,4.0,3.0
141,141.0,53.0,101.0,34.0,15.0,1.0,3.0,0.660377358490566,0.8774690448113207,32.0,0.16666666666666666,0.5,4.0,3.0
142,142.0,53.0,102.0,40.0,12.0,1.0,0.0,0.6910377358490566,0.8868108785377359,-1.0,0.0,1.0,4.0,3.0
143,143.0,53.0,103.0,48.0,5.0,0.0,0.0,0.7452830188679245,0.9245283018867925,-1.0,0.0,1.0,4.0,3.0
144,144.0,53.0,103.0,37.0,14.0,1.0,1.0,0.5370619946091644,0.7315005896226415,-1.0,0.0,1.0,4.0,3.0
145,145.0,53.0,102.0,38.0,13.0,0.0,2.0,0.6792452830188679,0.9244730247641509,-1.0,0.0,1.0,4.0,3.0
146,146.0,53.0,102.0,50.0,2.0,0.0,1.0,0.7358490566037735,0.9163657134433962,-1.0,0.0,1.0,4.0,3.0
147,147.0,53.0,102.0,47.0,6.0,0.0,0.0,0.7358490566037735,0.903541420990566,-1.0,0.0,1.0,4.0,3.0
148,148.0,53.0,103.0,46.0,5.0,0.0,2.0,0.6886792452830188,0.9060657429245284,-1.0,0.0,1.0,4.0,3.0
149,149.0,53.0,103.0,21.0,20.0,3.0,9.0,0.7264150943396226,0.9119435436320755,34.75,0.08333333333333333,0.75,4.0,3.0
150,150.0,53.0,103.0,48.0,5.0,0.0,0.0,0.7075471698113207,0.9245283018867925,-1.0,0.0,1.0,4.0,3.0
