,network,node,mut,robustness
79,bortezomib,44,ko,0.17359249329758714
80,bortezomib,55,oe,0.6885354539430086
81,bortezomib,55,ko,0.8111332007952287
82,bortezomib,66,oe,0.6885354539430086
83,bortezomib,66,ko,0.6587143803843605
84,bortezomib,62,oe,0.9244532803180915
85,bortezomib,62,ko,0.9927104042412194
86,bortezomib,49,oe,0.9927104042412194
87,bortezomib,49,ko,0.9927104042412194
88,bortezomib,57,oe,0.5056328694499669
89,bortezomib,57,ko,0.44731610337972166
90,bortezomib,25,oe,1.0
91,bortezomib,25,ko,1.0
92,bortezomib,26,oe,0.585818422796554
93,bortezomib,26,ko,0.06759443339960239
94,bortezomib,64,oe,0.8979456593770709
95,bortezomib,64,ko,0.9913850231941683
96,bortezomib,46,oe,0.6491611962071481
97,bortezomib,46,ko,1.0
98,bortezomib,56,oe,1.0
99,bortezomib,56,ko,0.9993373094764745
100,bortezomib,61,oe,0.5593108018555335
101,bortezomib,61,ko,0.31875414181577205
102,bortezomib,30,oe,0.35056328694499667
103,bortezomib,30,ko,0.32074221338634856
104,bortezomib,45,oe,0.5255135851557323
105,bortezomib,45,ko,0.4592445328031809
106,bortezomib,32,oe,0.0
107,bortezomib,32,ko,0.9927104042412194
108,bortezomib,40,oe,0.2292909211398277
109,bortezomib,40,ko,0.682571239231279
110,bortezomib,33,oe,1.0
111,bortezomib,33,ko,1.0
112,bortezomib,41,oe,0.33465871438038436
113,bortezomib,41,ko,0.9993373094764745
114,bortezomib,43,oe,0.9993373094764745
115,bortezomib,43,ko,0.9993373094764745
116,bortezomib,37,oe,0.9920477137176938
117,bortezomib,37,ko,0.9920477137176938
118,bortezomib,38,oe,0.5434062292909212
119,bortezomib,38,ko,0.7958913187541418
120,bortezomib,48,oe,0.16235917826375082
121,bortezomib,48,ko,0.828363154406892
122,bortezomib,60,oe,0.3028495692511597
123,bortezomib,60,ko,0.9900596421471173
124,bortezomib,50,oe,0.39165009940357853
125,bortezomib,50,ko,0.8999337309476475
126,bortezomib,65,oe,0.19284294234592445
127,bortezomib,65,ko,0.802518223989397
128,bortezomib,53,oe,0.3366467859509609
129,bortezomib,53,ko,1.0
130,bortezomib,59,oe,0.9324055666003976
131,bortezomib,59,ko,0.10006626905235255
132,bortezomib,58,oe,0.9927104042412194
133,bortezomib,58,ko,0.9927104042412194
134,apoptosis,0,oe,0.7446808510638298
135,apoptosis,0,ko,0.2553191489361702
136,apoptosis,1,oe,0.30851063829787234
137,apoptosis,1,ko,0.6914893617021277
138,apoptosis,24,oe,0.011764705882352941
139,apoptosis,24,ko,0.32941176470588235
140,apoptosis,2,oe,0.5638297872340425
141,apoptosis,2,ko,0.48936170212765956
142,apoptosis,40,oe,0.4574468085106383
143,apoptosis,40,ko,0.8404255319148937
144,apoptosis,27,oe,0.30851063829787234
145,apoptosis,27,ko,0.9787234042553191
146,apoptosis,4,oe,0.5444444444444444
147,apoptosis,4,ko,0.5
148,apoptosis,3,oe,0.0
149,apoptosis,3,ko,0.4574468085106383
150,apoptosis,8,oe,0.1702127659574468
151,apoptosis,8,ko,0.7446808510638298
152,apoptosis,5,oe,1.0
153,apoptosis,5,ko,0.7978723404255319
154,apoptosis,7,oe,0.031914893617021274
155,apoptosis,7,ko,0.5957446808510638
156,apoptosis,6,oe,0.48936170212765956
157,apoptosis,6,ko,0.3191489361702128
158,apoptosis,23,oe,0.0
159,apoptosis,23,ko,0.39361702127659576
160,apoptosis,15,oe,0.40425531914893614
161,apoptosis,15,ko,0.6063829787234043
162,apoptosis,36,oe,0.4574468085106383
163,apoptosis,36,ko,0.7872340425531915
164,apoptosis,19,oe,0.011111111111111112
165,apoptosis,19,ko,0.28888888888888886
166,apoptosis,30,oe,0.7446808510638298
167,apoptosis,30,ko,0.2553191489361702
168,apoptosis,9,oe,0.9148936170212766
169,apoptosis,9,ko,0.7446808510638298
170,apoptosis,10,oe,0.5957446808510638
171,apoptosis,10,ko,0.3829787234042553
172,apoptosis,38,oe,0.4574468085106383
173,apoptosis,38,ko,0.5531914893617021
174,apoptosis,13,oe,0.23404255319148937
175,apoptosis,13,ko,0.5638297872340425
176,apoptosis,11,oe,1.0
177,apoptosis,11,ko,1.0
178,apoptosis,12,oe,0.9893617021276596
179,apoptosis,12,ko,1.0
180,apoptosis,37,oe,0.30851063829787234
181,apoptosis,37,ko,0.6914893617021277
182,apoptosis,14,oe,1.0
183,apoptosis,14,ko,1.0
184,apoptosis,28,oe,0.2872340425531915
185,apoptosis,28,ko,0.7659574468085106
186,apoptosis,33,oe,0.4574468085106383
187,apoptosis,33,ko,0.9680851063829787
188,apoptosis,16,oe,0.32978723404255317
189,apoptosis,16,ko,0.23404255319148937
190,apoptosis,17,oe,0.9680851063829787
191,apoptosis,17,ko,0.9680851063829787
192,apoptosis,39,oe,0.32978723404255317
193,apoptosis,39,ko,0.9893617021276596
194,apoptosis,22,oe,0.1702127659574468
195,apoptosis,22,ko,0.7446808510638298
196,apoptosis,18,oe,0.6595744680851063
197,apoptosis,18,ko,0.6595744680851063
198,apoptosis,34,oe,0.851063829787234
199,apoptosis,34,ko,0.9148936170212766
200,apoptosis,20,oe,0.7978723404255319
201,apoptosis,20,ko,0.9042553191489362
202,apoptosis,35,oe,0.2127659574468085
203,apoptosis,35,ko,0.851063829787234
204,apoptosis,29,oe,0.1702127659574468
205,apoptosis,29,ko,0.7446808510638298
206,apoptosis,21,oe,0.0
207,apoptosis,21,ko,0.2872340425531915
208,apoptosis,32,oe,0.24468085106382978
209,apoptosis,32,ko,0.7340425531914894
210,apoptosis,25,oe,0.2127659574468085
211,apoptosis,25,ko,0.7446808510638298
212,apoptosis,26,oe,0.1702127659574468
213,apoptosis,26,ko,0.7446808510638298
214,apoptosis,31,oe,0.1702127659574468
215,apoptosis,31,ko,0.7446808510638298
216,bt474_long,0,oe,0.16666666666666666
217,bt474_long,0,ko,0.9166666666666666
218,bt474_long,1,oe,0.5789473684210527
219,bt474_long,1,ko,0.7894736842105263
220,bt474_long,2,oe,0.7333333333333333
221,bt474_long,2,ko,1.0
222,bt474_long,3,oe,0.16666666666666666
223,bt474_long,3,ko,0.9166666666666666
224,bt474_long,4,oe,1.0
225,bt474_long,4,ko,1.0
226,bt474_long,15,oe,1.0
227,bt474_long,15,ko,0.0
228,bt474_long,13,oe,0.23076923076923078
229,bt474_long,13,ko,0.7692307692307693
230,bt474_long,9,oe,0.7692307692307693
231,bt474_long,9,ko,0.23076923076923078
232,bt474_long,5,oe,1.0
233,bt474_long,5,ko,1.0
234,bt474_long,8,oe,0.0
235,bt474_long,8,ko,1.0
236,bt474_long,6,oe,0.3269230769230769
237,bt474_long,6,ko,0.7692307692307693
238,bt474_long,11,oe,1.0
239,bt474_long,11,ko,1.0
240,bt474_long,21,oe,1.0
241,bt474_long,21,ko,0.038461538461538464
242,bt474_long,23,oe,0.15625
243,bt474_long,23,ko,0.53125
244,bt474_long,7,oe,1.0
245,bt474_long,7,ko,1.0
246,bt474_long,16,oe,1.0
247,bt474_long,16,ko,0.0
248,bt474_long,12,oe,0.7692307692307693
249,bt474_long,12,ko,0.23076923076923078
250,bt474_long,14,oe,0.53125
251,bt474_long,14,ko,0.15625
252,bt474_long,10,oe,0.7692307692307693
253,bt474_long,10,ko,1.0
254,bt474_long,18,oe,0.23076923076923078
255,bt474_long,18,ko,1.0
256,bt474_long,24,oe,1.0
257,bt474_long,24,ko,1.0
258,bt474_long,22,oe,1.0
259,bt474_long,22,ko,0.23076923076923078
260,bt474_long,17,oe,1.0
261,bt474_long,17,ko,0.0
262,bt474_long,20,oe,0.53125
263,bt474_long,20,ko,0.53125
264,bt474_long,19,oe,0.23076923076923078
265,bt474_long,19,ko,1.0
266,colitis,0,oe,0.993287037037037
267,colitis,0,ko,0.9935185185185185
268,colitis,65,oe,0.41019127316198445
269,colitis,65,ko,0.09668260609683203
270,colitis,1,oe,0.9723550508069336
271,colitis,1,ko,0.022564255827854155
272,colitis,37,oe,0.21772265391512252
273,colitis,37,ko,0.26001195457262405
274,colitis,36,oe,0.9774357441721458
275,colitis,36,ko,0.022564255827854155
276,colitis,63,oe,0.08891213389121339
277,colitis,63,ko,0.9524805738194859
278,colitis,47,oe,0.6053496712492529
279,colitis,47,ko,0.02077106993424985
280,colitis,2,oe,0.5715813870565163
281,colitis,2,ko,0.430201461936174
282,colitis,40,oe,0.7377465630603706
283,colitis,40,ko,0.9553197848176928
284,colitis,25,oe,0.763747758517633
285,colitis,25,ko,0.02943813508667065
286,colitis,3,oe,0.6516736401673641
287,colitis,3,ko,1.0
288,colitis,11,oe,0.058238341968911915
289,colitis,11,ko,0.14797927461139895
290,colitis,4,oe,0.01972504482964734
291,colitis,4,ko,0.8200836820083682
292,colitis,10,oe,0.12954253954681488
293,colitis,10,ko,0.07631466438648996
294,colitis,59,oe,0.0
295,colitis,59,ko,0.9674237895995218
296,colitis,5,oe,0.04213986849970114
297,colitis,5,ko,0.16915720263000597
298,colitis,54,oe,0.9792289300657502
299,colitis,54,ko,0.018230723251643755
300,colitis,6,oe,0.7906455469216975
301,colitis,6,ko,0.3822474596533174
302,colitis,7,oe,0.7346084877465631
303,colitis,7,ko,0.018230723251643755
304,colitis,67,oe,0.17095038852361027
305,colitis,67,ko,0.04572624028690974
306,colitis,9,oe,0.036013150029886434
307,colitis,9,ko,0.7638971906754334
308,colitis,62,oe,0.0
309,colitis,62,ko,0.8719366407650927
310,colitis,8,oe,0.8764196054991034
311,colitis,8,ko,0.015092647937836223
312,colitis,64,oe,0.9802749551703527
313,colitis,64,ko,0.9962641960549911
314,colitis,52,oe,0.793335325762104
315,colitis,52,ko,0.005678421996413628
316,colitis,39,oe,0.9605499103407054
317,colitis,39,ko,0.0
318,colitis,12,oe,0.04424967935014964
319,colitis,12,ko,0.13253527148353997
320,colitis,46,oe,0.08026554013277007
321,colitis,46,ko,0.08831221082277207
322,colitis,21,oe,0.0
323,colitis,21,ko,0.9539748953974896
324,colitis,32,oe,0.4596533173939032
325,colitis,32,ko,0.9941721458457861
326,colitis,22,oe,0.9968619246861925
327,colitis,22,ko,0.9751942618051405
328,colitis,50,oe,0.9935744172145846
329,colitis,50,ko,0.9928272564255828
330,colitis,13,oe,1.0
331,colitis,13,ko,1.0
332,colitis,44,oe,0.22784321297547788
333,colitis,44,ko,0.009075111025294458
334,colitis,35,oe,0.08542525290370925
335,colitis,35,ko,0.2856875234170101
336,colitis,19,oe,0.8306933652121936
337,colitis,19,ko,0.9941721458457861
338,colitis,30,oe,0.12940824865511058
339,colitis,30,ko,0.9941721458457861
340,colitis,14,oe,0.970412432755529
341,colitis,14,ko,0.009713090257023311
342,colitis,15,oe,0.0
343,colitis,15,ko,0.9052600119545726
344,colitis,27,oe,0.7811621368322399
345,colitis,27,ko,0.09325210871602624
346,colitis,43,oe,0.8803048416019127
347,colitis,43,ko,0.9571129707112971
348,colitis,16,oe,0.9949193066347878
349,colitis,16,ko,0.9949193066347878
350,colitis,17,oe,0.8812014345487149
351,colitis,17,ko,0.020023909145248056
352,colitis,61,oe,0.2119815668202765
353,colitis,61,ko,0.008663594470046084
354,colitis,18,oe,0.9795277943813508
355,colitis,18,ko,0.08203825463239689
356,colitis,68,oe,0.022564255827854155
357,colitis,68,ko,0.056335923490735205
358,colitis,20,oe,0.7903466826060969
359,colitis,20,ko,0.962940824865511
360,colitis,48,oe,0.9614465032875075
361,colitis,48,ko,0.0
362,colitis,45,oe,0.0
363,colitis,45,ko,0.9865511057979677
364,colitis,31,oe,0.7739091452480574
365,colitis,31,ko,0.0
366,colitis,57,oe,0.9500896592946803
367,colitis,57,ko,0.838762701733413
368,colitis,66,oe,0.9887925881649731
369,colitis,66,ko,0.0022414823670053796
370,colitis,23,oe,0.9774357441721458
371,colitis,23,ko,0.022564255827854155
372,colitis,28,oe,0.0022414823670053796
373,colitis,28,ko,0.8335325762104004
374,colitis,24,oe,0.6043036461446504
375,colitis,24,ko,0.41138673042438734
376,colitis,49,oe,0.8419007770472205
377,colitis,49,ko,0.01778242677824268
378,colitis,26,oe,0.9739988045427376
379,colitis,26,ko,0.985803945008966
380,colitis,38,oe,0.974148236700538
381,colitis,38,ko,0.9638374178123132
382,colitis,29,oe,0.9887925881649731
383,colitis,29,ko,0.9914823670053795
384,colitis,69,oe,0.22870569806148425
385,colitis,69,ko,0.010377912668885842
386,colitis,58,oe,0.22089495638983694
387,colitis,58,ko,0.008911642017444064
388,colitis,33,oe,0.7193664076509265
389,colitis,33,ko,0.02077106993424985
390,colitis,34,oe,0.9804243873281531
391,colitis,34,ko,0.9867005379557681
392,colitis,42,oe,0.8696951583980873
393,colitis,42,ko,0.0
394,colitis,41,oe,0.1702032277346085
395,colitis,41,ko,0.04288702928870293
396,colitis,56,oe,0.9856545128511656
397,colitis,56,ko,0.9953676031081888
398,colitis,60,oe,0.6329946204423191
399,colitis,60,ko,0.44052600119545726
400,colitis,53,oe,0.5376569037656904
401,colitis,53,ko,0.11984459055588763
402,colitis,51,oe,0.7638971906754334
403,colitis,51,ko,0.07112970711297072
404,colitis,55,oe,1.0
405,colitis,55,ko,1.0
406,death,0,oe,0.21428571428571427
407,death,0,ko,0.8928571428571429
408,death,1,oe,0.8378378378378378
409,death,1,ko,0.8378378378378378
410,death,2,oe,0.946236559139785
411,death,2,ko,0.053763440860215055
412,death,20,oe,0.4731182795698925
413,death,20,ko,0.7741935483870968
414,death,3,oe,0.1935483870967742
415,death,3,ko,0.3763440860215054
416,death,18,oe,0.12307692307692308
417,death,18,ko,0.15384615384615385
418,death,21,oe,0.5161290322580645
419,death,21,ko,0.7849462365591398
420,death,4,oe,0.6989247311827957
421,death,4,ko,0.3870967741935484
422,death,19,oe,0.21176470588235294
423,death,19,ko,0.3176470588235294
424,death,5,oe,0.2
425,death,5,ko,0.1076923076923077
426,death,25,oe,0.9623655913978495
427,death,25,ko,1.0
428,death,6,oe,0.4731182795698925
429,death,6,ko,0.6989247311827957
430,death,15,oe,0.0967741935483871
431,death,15,ko,0.9032258064516129
432,death,22,oe,0.946236559139785
433,death,22,ko,0.053763440860215055
434,death,7,oe,0.5698924731182796
435,death,7,ko,0.9354838709677419
436,death,8,oe,0.20224719101123595
437,death,8,ko,0.5056179775280899
438,death,23,oe,0.1935483870967742
439,death,23,ko,0.5053763440860215
440,death,9,oe,0.9731182795698925
441,death,9,ko,0.9731182795698925
442,death,26,oe,0.21176470588235294
443,death,26,ko,0.3176470588235294
444,death,10,oe,0.22580645161290322
445,death,10,ko,0.4838709677419355
446,death,11,oe,0.03225806451612903
447,death,11,ko,1.0
448,death,12,oe,0.1111111111111111
449,death,12,ko,0.06172839506172839
450,death,13,oe,0.7857142857142857
451,death,13,ko,1.0
452,death,14,oe,1.0
453,death,14,ko,1.0
454,death,16,oe,0.2903225806451613
455,death,16,ko,0.7419354838709677
456,death,17,oe,1.0
457,death,17,ko,1.0
458,death,24,oe,0.1935483870967742
459,death,24,ko,0.3763440860215054
460,death,27,oe,0.1935483870967742
461,death,27,ko,1.0
462,hcc1954_long,0,oe,0.6739130434782609
463,hcc1954_long,0,ko,0.6739130434782609
464,hcc1954_long,1,oe,0.6739130434782609
465,hcc1954_long,1,ko,0.6739130434782609
466,hcc1954_long,2,oe,0.9696969696969697
467,hcc1954_long,2,ko,0.9393939393939394
468,hcc1954_long,3,oe,0.6666666666666666
469,hcc1954_long,3,ko,0.9487179487179487
470,hcc1954_long,4,oe,1.0
471,hcc1954_long,4,ko,1.0
472,hcc1954_long,17,oe,0.22950819672131148
473,hcc1954_long,17,ko,0.7868852459016393
474,hcc1954_long,22,oe,1.0
475,hcc1954_long,22,ko,0.0
476,hcc1954_long,15,oe,0.5901639344262295
477,hcc1954_long,15,ko,0.22950819672131148
478,hcc1954_long,24,oe,0.03278688524590164
479,hcc1954_long,24,ko,0.7868852459016393
480,hcc1954_long,12,oe,0.21311475409836064
481,hcc1954_long,12,ko,1.0
482,hcc1954_long,5,oe,0.24489795918367346
483,hcc1954_long,5,ko,0.5714285714285714
484,hcc1954_long,19,oe,0.21311475409836064
485,hcc1954_long,19,ko,0.9836065573770492
486,hcc1954_long,7,oe,0.5901639344262295
487,hcc1954_long,7,ko,0.3114754098360656
488,hcc1954_long,6,oe,0.9672131147540983
489,hcc1954_long,6,ko,0.9508196721311475
490,hcc1954_long,14,oe,1.0
491,hcc1954_long,14,ko,0.0
492,hcc1954_long,8,oe,0.22950819672131148
493,hcc1954_long,8,ko,0.22950819672131148
494,hcc1954_long,9,oe,1.0
495,hcc1954_long,9,ko,0.0
496,hcc1954_long,10,oe,0.6229508196721312
497,hcc1954_long,10,ko,0.819672131147541
498,hcc1954_long,20,oe,0.22950819672131148
499,hcc1954_long,20,ko,0.6721311475409836
500,hcc1954_long,11,oe,0.6229508196721312
501,hcc1954_long,11,ko,0.9836065573770492
502,hcc1954_long,13,oe,0.3770491803278688
503,hcc1954_long,13,ko,0.6557377049180327
504,hcc1954_long,18,oe,0.22950819672131148
505,hcc1954_long,18,ko,0.6885245901639344
506,hcc1954_long,16,oe,0.9672131147540983
507,hcc1954_long,16,ko,0.0
508,hcc1954_long,21,oe,0.4262295081967213
509,hcc1954_long,21,ko,0.6229508196721312
510,hcc1954_long,23,oe,0.6229508196721312
511,hcc1954_long,23,ko,1.0
512,hgf,0,oe,0.8875
513,hgf,0,ko,0.625
514,hgf,1,oe,0.9803921568627451
515,hgf,1,ko,0.40784313725490196
516,hgf,2,oe,0.5942028985507246
517,hgf,2,ko,0.4057971014492754
518,hgf,3,oe,1.0
519,hgf,3,ko,1.0
520,hgf,4,oe,0.3432343234323432
521,hgf,4,ko,0.834983498349835
522,hgf,5,oe,1.0
523,hgf,5,ko,1.0
524,hgf,47,oe,0.6840579710144927
525,hgf,47,ko,0.3130434782608696
526,hgf,6,oe,0.6021505376344086
527,hgf,6,ko,0.6989247311827957
528,hgf,7,oe,0.6840579710144927
529,hgf,7,ko,0.3130434782608696
530,hgf,63,oe,0.3992673992673993
531,hgf,63,ko,0.717948717948718
532,hgf,8,oe,0.029197080291970802
533,hgf,8,ko,0.708029197080292
534,hgf,32,oe,0.2782608695652174
535,hgf,32,ko,0.7217391304347827
536,hgf,9,oe,0.8724637681159421
537,hgf,9,ko,0.11014492753623188
538,hgf,62,oe,0.2782608695652174
539,hgf,62,ko,0.7217391304347827
540,hgf,10,oe,0.9217391304347826
541,hgf,10,ko,0.6869565217391305
542,hgf,30,oe,0.1855072463768116
543,hgf,30,ko,0.9072463768115943
544,hgf,31,oe,1.0
545,hgf,31,ko,0.7217391304347827
546,hgf,11,oe,0.8869565217391304
547,hgf,11,ko,1.0
548,hgf,48,oe,1.0
549,hgf,48,ko,0.7217391304347827
550,hgf,25,oe,0.9710144927536232
551,hgf,25,ko,0.7217391304347827
552,hgf,12,oe,0.9884057971014493
553,hgf,12,ko,0.7217391304347827
554,hgf,15,oe,0.42318840579710143
555,hgf,15,ko,0.8608695652173913
556,hgf,66,oe,0.2782608695652174
557,hgf,66,ko,0.7043478260869566
558,hgf,13,oe,0.2782608695652174
559,hgf,13,ko,0.6985507246376812
560,hgf,23,oe,1.0
561,hgf,23,ko,0.7217391304347827
562,hgf,14,oe,0.2782608695652174
563,hgf,14,ko,0.7217391304347827
564,hgf,36,oe,1.0
565,hgf,36,ko,0.7217391304347827
566,hgf,19,oe,0.2782608695652174
567,hgf,19,ko,0.9855072463768116
568,hgf,58,oe,0.2782608695652174
569,hgf,58,ko,1.0
570,hgf,55,oe,0.2782608695652174
571,hgf,55,ko,1.0
572,hgf,65,oe,0.2782608695652174
573,hgf,65,ko,1.0
574,hgf,16,oe,1.0
575,hgf,16,ko,0.7217391304347827
576,hgf,53,oe,0.2782608695652174
577,hgf,53,ko,0.6985507246376812
578,hgf,17,oe,1.0
579,hgf,17,ko,1.0
580,hgf,18,oe,1.0
581,hgf,18,ko,1.0
582,hgf,27,oe,0.9217391304347826
583,hgf,27,ko,0.07536231884057971
584,hgf,20,oe,1.0
585,hgf,20,ko,1.0
586,hgf,26,oe,0.3536231884057971
587,hgf,26,ko,0.7217391304347827
588,hgf,67,oe,0.8869565217391304
589,hgf,67,ko,0.11014492753623188
590,hgf,21,oe,1.0
591,hgf,21,ko,1.0
592,hgf,61,oe,1.0
593,hgf,61,ko,1.0
594,hgf,22,oe,0.6840579710144927
595,hgf,22,ko,0.4985507246376812
596,hgf,56,oe,1.0
597,hgf,56,ko,1.0
598,hgf,38,oe,0.2782608695652174
599,hgf,38,ko,1.0
600,hgf,24,oe,1.0
601,hgf,24,ko,1.0
602,hgf,52,oe,0.43478260869565216
603,hgf,52,ko,0.7188405797101449
604,hgf,40,oe,0.9594202898550724
605,hgf,40,ko,0.7188405797101449
606,hgf,34,oe,0.2782608695652174
607,hgf,34,ko,1.0
608,hgf,28,oe,0.5942028985507246
609,hgf,28,ko,0.4057971014492754
610,hgf,37,oe,0.6347826086956522
611,hgf,37,ko,0.3536231884057971
612,hgf,29,oe,0.03272727272727273
613,hgf,29,ko,0.7090909090909091
614,hgf,43,oe,0.2782608695652174
615,hgf,43,ko,0.7681159420289855
616,hgf,41,oe,1.0
617,hgf,41,ko,0.7217391304347827
618,hgf,35,oe,0.2782608695652174
619,hgf,35,ko,0.7188405797101449
620,hgf,33,oe,0.2782608695652174
621,hgf,33,ko,0.6985507246376812
622,hgf,39,oe,1.0
623,hgf,39,ko,0.7217391304347827
624,hgf,57,oe,0.2782608695652174
625,hgf,57,ko,0.7217391304347827
626,hgf,42,oe,0.8869565217391304
627,hgf,42,ko,0.11014492753623188
628,hgf,44,oe,1.0
629,hgf,44,ko,1.0
630,hgf,45,oe,0.672463768115942
631,hgf,45,ko,1.0
632,hgf,46,oe,1.0
633,hgf,46,ko,1.0
634,hgf,49,oe,1.0
635,hgf,49,ko,0.7217391304347827
636,hgf,51,oe,1.0
637,hgf,51,ko,0.7217391304347827
638,hgf,59,oe,0.8608695652173913
639,hgf,59,ko,1.0
640,hgf,50,oe,0.9826086956521739
641,hgf,50,ko,0.5623188405797102
642,hgf,60,oe,0.2782608695652174
643,hgf,60,ko,1.0
644,hgf,54,oe,0.8869565217391304
645,hgf,54,ko,1.0
646,hgf,64,oe,0.2782608695652174
647,hgf,64,ko,0.6985507246376812
648,mammalian,0,oe,0.5
649,mammalian,0,ko,0.5
650,mammalian,10,oe,0.5
651,mammalian,10,ko,0.5
652,mammalian,1,oe,0.5
653,mammalian,1,ko,0.5
654,mammalian,13,oe,0.0
655,mammalian,13,ko,1.0
656,mammalian,9,oe,0.0
657,mammalian,9,ko,1.0
658,mammalian,14,oe,0.0
659,mammalian,14,ko,1.0
660,mammalian,8,oe,1.0
661,mammalian,8,ko,1.0
662,mammalian,2,oe,0.5
663,mammalian,2,ko,1.0
664,mammalian,18,oe,0.5
665,mammalian,18,ko,1.0
666,mammalian,3,oe,0.5
667,mammalian,3,ko,0.5
668,mammalian,15,oe,0.0
669,mammalian,15,ko,1.0
670,mammalian,4,oe,1.0
671,mammalian,4,ko,1.0
672,mammalian,12,oe,1.0
673,mammalian,12,ko,1.0
674,mammalian,17,oe,1.0
675,mammalian,17,ko,0.5
676,mammalian,7,oe,1.0
677,mammalian,7,ko,1.0
678,mammalian,5,oe,1.0
679,mammalian,5,ko,1.0
680,mammalian,6,oe,1.0
681,mammalian,6,ko,1.0
682,mammalian,11,oe,0.5
683,mammalian,11,ko,1.0
684,mammalian,16,oe,0.5
685,mammalian,16,ko,1.0
686,mammalian,19,oe,0.5
687,mammalian,19,ko,1.0
688,mapk,0,oe,0.9186046511627907
689,mapk,0,ko,0.9302325581395349
690,mapk,1,oe,0.9117647058823529
691,mapk,1,ko,0.6176470588235294
692,mapk,2,oe,0.2890625
693,mapk,2,ko,0.7109375
694,mapk,3,oe,0.609375
695,mapk,3,ko,0.390625
696,mapk,40,oe,0.59375
697,mapk,40,ko,0.296875
698,mapk,4,oe,0.765625
699,mapk,4,ko,1.0
700,mapk,19,oe,0.3125
701,mapk,19,ko,0.3359375
702,mapk,21,oe,0.0975609756097561
703,mapk,21,ko,0.7967479674796748
704,mapk,5,oe,1.0
705,mapk,5,ko,1.0
706,mapk,6,oe,0.6171875
707,mapk,6,ko,0.546875
708,mapk,51,oe,0.4609375
709,mapk,51,ko,0.359375
710,mapk,7,oe,0.328125
711,mapk,7,ko,0.8046875
