,model,network_idx,num_wccs,norm_num_wccs,len_largest_wcc,norm_len_largest_wcc
631,hgf,41,24,0.17391304347826086,108,1.588235294117647
632,hgf,10,22,0.15942028985507245,105,1.5441176470588236
633,hgf,54,23,0.16666666666666666,106,1.5588235294117647
634,hgf,13,23,0.16666666666666666,100,1.4705882352941178
635,hgf,92,23,0.16666666666666666,109,1.6029411764705883
636,hgf,53,23,0.16666666666666666,110,1.6176470588235294
637,hgf,27,26,0.18840579710144928,102,1.5
638,hgf,8,22,0.15942028985507245,108,1.588235294117647
639,hgf,25,26,0.18840579710144928,100,1.4705882352941178
640,hgf,31,22,0.15942028985507245,109,1.6029411764705883
641,hgf,30,28,0.2028985507246377,101,1.4852941176470589
642,hgf,23,22,0.15942028985507245,110,1.6176470588235294
643,hgf,83,22,0.15942028985507245,108,1.588235294117647
644,hgf,48,26,0.18840579710144928,98,1.4411764705882353
645,hgf,9,21,0.15217391304347827,95,1.3970588235294117
646,hgf,69,25,0.18115942028985507,108,1.588235294117647
647,hgf,26,24,0.17391304347826086,112,1.6470588235294117
648,hgf,85,23,0.16666666666666666,110,1.6176470588235294
649,hgf,90,29,0.21014492753623187,85,1.25
650,hgf,57,21,0.15217391304347827,102,1.5
651,hgf,76,23,0.16666666666666666,113,1.661764705882353
652,hgf,84,21,0.15217391304347827,108,1.588235294117647
653,hgf,46,23,0.16666666666666666,109,1.6029411764705883
654,hgf,24,21,0.15217391304347827,112,1.6470588235294117
655,hgf,49,21,0.15217391304347827,95,1.3970588235294117
656,hgf,28,25,0.18115942028985507,102,1.5
657,hgf,3,25,0.18115942028985507,102,1.5
658,hgf,0,24,0.17391304347826086,104,1.5294117647058822
659,hgf,4,22,0.15942028985507245,115,1.6911764705882353
660,hgf,32,19,0.13768115942028986,113,1.661764705882353
661,hgf,80,29,0.21014492753623187,101,1.4852941176470589
662,hgf,65,23,0.16666666666666666,109,1.6029411764705883
663,hgf,70,24,0.17391304347826086,95,1.3970588235294117
664,hgf,87,18,0.13043478260869565,106,1.5588235294117647
665,hgf,7,25,0.18115942028985507,105,1.5441176470588236
666,hgf,71,25,0.18115942028985507,90,1.3235294117647058
667,hgf,47,22,0.15942028985507245,111,1.6323529411764706
668,hgf,29,25,0.18115942028985507,98,1.4411764705882353
669,hgf,66,25,0.18115942028985507,107,1.5735294117647058
670,hgf,77,20,0.14492753623188406,110,1.6176470588235294
671,hgf,6,19,0.13768115942028986,107,1.5735294117647058
672,hgf,82,26,0.18840579710144928,102,1.5
673,hgf,72,22,0.15942028985507245,112,1.6470588235294117
674,hgf,1,22,0.15942028985507245,105,1.5441176470588236
675,hgf,89,26,0.18840579710144928,101,1.4852941176470589
676,hgf,79,26,0.18840579710144928,106,1.5588235294117647
677,hgf,38,25,0.18115942028985507,109,1.6029411764705883
678,hgf,86,26,0.18840579710144928,98,1.4411764705882353
679,hgf,17,25,0.18115942028985507,100,1.4705882352941178
680,hgf,94,23,0.16666666666666666,109,1.6029411764705883
681,hgf,68,25,0.18115942028985507,100,1.4705882352941178
682,hgf,36,23,0.16666666666666666,110,1.6176470588235294
683,hgf,22,24,0.17391304347826086,81,1.1911764705882353
684,hgf,93,22,0.15942028985507245,102,1.5
685,hgf,39,25,0.18115942028985507,106,1.5588235294117647
686,hgf,5,26,0.18840579710144928,97,1.4264705882352942
687,hgf,67,22,0.15942028985507245,101,1.4852941176470589
688,hgf,35,23,0.16666666666666666,102,1.5
689,hgf,88,24,0.17391304347826086,109,1.6029411764705883
690,hgf,58,24,0.17391304347826086,100,1.4705882352941178
691,hgf,78,21,0.15217391304347827,107,1.5735294117647058
692,hgf,75,27,0.1956521739130435,96,1.411764705882353
693,hgf,73,27,0.1956521739130435,88,1.2941176470588236
694,hgf,74,25,0.18115942028985507,91,1.338235294117647
695,hgf,91,24,0.17391304347826086,65,0.9558823529411765
696,hgf,40,18,0.13043478260869565,107,1.5735294117647058
697,hgf,37,27,0.1956521739130435,103,1.5147058823529411
698,hgf,81,22,0.15942028985507245,105,1.5441176470588236
699,hgf,33,27,0.1956521739130435,101,1.4852941176470589
700,mammalian,92,12,0.2857142857142857,11,0.55
701,mammalian,38,14,0.3333333333333333,11,0.55
702,mammalian,73,9,0.21428571428571427,19,0.95
703,mammalian,71,9,0.21428571428571427,20,1.0
704,mammalian,61,10,0.23809523809523808,31,1.55
705,mammalian,44,8,0.19047619047619047,31,1.55
706,mammalian,35,10,0.23809523809523808,25,1.25
707,mammalian,6,12,0.2857142857142857,20,1.0
708,mammalian,76,9,0.21428571428571427,30,1.5
709,mammalian,77,10,0.23809523809523808,21,1.05
710,mammalian,24,11,0.2619047619047619,15,0.75
711,mammalian,74,6,0.14285714285714285,33,1.65
712,mammalian,36,9,0.21428571428571427,13,0.65
713,mammalian,2,10,0.23809523809523808,19,0.95
714,mammalian,93,10,0.23809523809523808,22,1.1
715,mammalian,7,10,0.23809523809523808,16,0.8
716,mammalian,70,13,0.30952380952380953,25,1.25
717,mammalian,81,9,0.21428571428571427,31,1.55
