,network,node,mut,robustness
869,oxidative,3,ko,0.7777777777777778
870,oxidative,13,oe,0.0
871,oxidative,13,ko,0.0
872,oxidative,4,oe,0.1111111111111111
873,oxidative,4,ko,0.0
874,oxidative,17,oe,0.0
875,oxidative,17,ko,0.0
876,oxidative,15,oe,0.8888888888888888
877,oxidative,15,ko,0.7777777777777778
878,oxidative,6,oe,0.8888888888888888
879,oxidative,6,ko,0.0
880,oxidative,10,oe,0.6666666666666666
881,oxidative,10,ko,0.8888888888888888
882,oxidative,7,oe,0.0
883,oxidative,7,ko,0.0
884,oxidative,8,oe,0.6666666666666666
885,oxidative,8,ko,0.7777777777777778
886,oxidative,9,oe,0.0
887,oxidative,9,ko,0.0
888,oxidative,11,oe,0.0
889,oxidative,11,ko,0.0
890,oxidative,18,oe,0.0
891,oxidative,18,ko,0.8888888888888888
892,oxidative,16,oe,0.0
893,oxidative,16,ko,0.0
894,oxidative,14,oe,1.0
895,oxidative,14,ko,1.0
896,fibroblasts,0,oe,1.0
897,fibroblasts,0,ko,0.0
898,fibroblasts,1,oe,0.0
899,fibroblasts,1,ko,1.0
900,fibroblasts,2,oe,0.0
901,fibroblasts,2,ko,1.0
902,fibroblasts,3,oe,1.0
903,fibroblasts,3,ko,0.0
904,fibroblasts,4,oe,0.0
905,fibroblasts,4,ko,1.0
906,fibroblasts,5,oe,0.0
907,fibroblasts,5,ko,0.0
908,fibroblasts,6,oe,1.0
909,fibroblasts,6,ko,0.0
910,fibroblasts,7,oe,0.0
911,fibroblasts,7,ko,1.0
912,fibroblasts,8,oe,0.0
913,fibroblasts,8,ko,1.0
914,fibroblasts,36,oe,1.0
915,fibroblasts,36,ko,0.0
916,fibroblasts,9,oe,0.0
917,fibroblasts,9,ko,0.0
918,fibroblasts,111,oe,0.0
919,fibroblasts,111,ko,0.0
920,fibroblasts,125,oe,0.0
921,fibroblasts,125,ko,0.0
922,fibroblasts,84,oe,0.0
923,fibroblasts,84,ko,0.0
924,fibroblasts,37,oe,0.0
925,fibroblasts,37,ko,0.0
926,fibroblasts,10,oe,0.0
927,fibroblasts,10,ko,1.0
928,fibroblasts,49,oe,0.7468354430379747
929,fibroblasts,49,ko,0.0
930,fibroblasts,78,oe,0.0
931,fibroblasts,78,ko,0.0
932,fibroblasts,132,oe,0.0
933,fibroblasts,132,ko,0.0
934,fibroblasts,126,oe,0.0
935,fibroblasts,126,ko,0.0
936,fibroblasts,119,oe,0.0
937,fibroblasts,119,ko,0.0
938,fibroblasts,117,oe,0.0
939,fibroblasts,117,ko,0.0
940,fibroblasts,104,oe,0.0
941,fibroblasts,104,ko,0.0
942,fibroblasts,11,oe,0.0
943,fibroblasts,11,ko,0.0
944,fibroblasts,106,oe,0.0
945,fibroblasts,106,ko,0.0
946,fibroblasts,12,oe,1.0
947,fibroblasts,12,ko,1.0
948,fibroblasts,24,oe,1.0
949,fibroblasts,24,ko,0.0
950,fibroblasts,61,oe,1.0
951,fibroblasts,61,ko,0.0
952,fibroblasts,122,oe,0.0
953,fibroblasts,122,ko,0.0
954,fibroblasts,137,oe,0.0
955,fibroblasts,137,ko,0.0
956,fibroblasts,100,oe,0.0
957,fibroblasts,100,ko,0.0
958,fibroblasts,13,oe,0.0
959,fibroblasts,13,ko,0.0
960,fibroblasts,54,oe,0.0
961,fibroblasts,54,ko,0.0
962,fibroblasts,101,oe,0.0
963,fibroblasts,101,ko,1.0
964,fibroblasts,14,oe,1.0
965,fibroblasts,14,ko,1.0
966,fibroblasts,94,oe,0.0
967,fibroblasts,94,ko,0.0
968,fibroblasts,33,oe,0.0
969,fibroblasts,33,ko,0.0
970,fibroblasts,77,oe,0.0
971,fibroblasts,77,ko,1.0
972,fibroblasts,15,oe,0.5189873417721519
973,fibroblasts,15,ko,0.8734177215189873
974,fibroblasts,70,oe,0.0
975,fibroblasts,70,ko,0.0
976,fibroblasts,87,oe,0.0
977,fibroblasts,87,ko,0.0
978,fibroblasts,88,oe,0.0
979,fibroblasts,88,ko,0.0
980,fibroblasts,45,oe,0.0
981,fibroblasts,45,ko,1.0
982,fibroblasts,105,oe,0.0
983,fibroblasts,105,ko,0.0
984,fibroblasts,118,oe,0.0
985,fibroblasts,118,ko,0.0
986,fibroblasts,16,oe,1.0
987,fibroblasts,16,ko,1.0
988,fibroblasts,52,oe,1.0
989,fibroblasts,52,ko,1.0
990,fibroblasts,48,oe,0.0
991,fibroblasts,48,ko,0.0
992,fibroblasts,121,oe,0.4430379746835443
993,fibroblasts,121,ko,1.0
994,fibroblasts,17,oe,1.0
995,fibroblasts,17,ko,1.0
996,fibroblasts,85,oe,0.0
997,fibroblasts,85,ko,1.0
998,fibroblasts,47,oe,1.0
999,fibroblasts,47,ko,1.0
1000,fibroblasts,69,oe,0.0
1001,fibroblasts,69,ko,0.9746835443037974
1002,fibroblasts,18,oe,0.0
1003,fibroblasts,18,ko,0.0
1004,fibroblasts,19,oe,0.9873417721518988
1005,fibroblasts,19,ko,0.8860759493670886
1006,fibroblasts,35,oe,0.4177215189873418
1007,fibroblasts,35,ko,0.9493670886075949
1008,fibroblasts,74,oe,0.9113924050632911
1009,fibroblasts,74,ko,0.9367088607594937
1010,fibroblasts,23,oe,0.0
1011,fibroblasts,23,ko,0.0
1012,fibroblasts,20,oe,0.0
1013,fibroblasts,20,ko,0.0
1014,fibroblasts,21,oe,0.0
1015,fibroblasts,21,ko,1.0
1016,fibroblasts,22,oe,0.0
1017,fibroblasts,22,ko,0.0
1018,fibroblasts,72,oe,0.0
1019,fibroblasts,72,ko,0.0
1020,fibroblasts,65,oe,0.0
1021,fibroblasts,65,ko,0.0
1022,fibroblasts,67,oe,0.0
1023,fibroblasts,67,ko,0.0
1024,fibroblasts,81,oe,0.0
1025,fibroblasts,81,ko,0.0
1026,fibroblasts,109,oe,1.0
1027,fibroblasts,109,ko,0.0
1028,fibroblasts,116,oe,0.0
1029,fibroblasts,116,ko,0.0
1030,fibroblasts,44,oe,0.0
1031,fibroblasts,44,ko,0.0
1032,fibroblasts,25,oe,0.0
1033,fibroblasts,25,ko,0.13924050632911392
1034,fibroblasts,68,oe,0.0
1035,fibroblasts,68,ko,1.0
1036,fibroblasts,136,oe,0.0
1037,fibroblasts,136,ko,0.0
1038,fibroblasts,99,oe,0.5189873417721519
1039,fibroblasts,99,ko,0.8734177215189873
1040,fibroblasts,26,oe,0.7341772151898734
1041,fibroblasts,26,ko,0.26582278481012656
1042,fibroblasts,27,oe,1.0
1043,fibroblasts,27,ko,1.0
1044,fibroblasts,62,oe,0.0
1045,fibroblasts,62,ko,0.0
1046,fibroblasts,28,oe,0.0
1047,fibroblasts,28,ko,1.0
1048,fibroblasts,42,oe,0.0
1049,fibroblasts,42,ko,0.0
1050,fibroblasts,93,oe,0.0
1051,fibroblasts,93,ko,1.0
1052,fibroblasts,82,oe,0.0
1053,fibroblasts,82,ko,0.0
1054,fibroblasts,29,oe,0.0
1055,fibroblasts,29,ko,0.0
1056,fibroblasts,32,oe,0.0
1057,fibroblasts,32,ko,1.0
1058,fibroblasts,120,oe,0.0
1059,fibroblasts,120,ko,0.0
1060,fibroblasts,30,oe,0.0
1061,fibroblasts,30,ko,0.0
1062,fibroblasts,59,oe,1.0
1063,fibroblasts,59,ko,1.0
1064,fibroblasts,31,oe,0.0
1065,fibroblasts,31,ko,1.0
1066,fibroblasts,138,oe,1.0
1067,fibroblasts,138,ko,1.0
1068,fibroblasts,73,oe,1.0
1069,fibroblasts,73,ko,1.0
1070,fibroblasts,103,oe,0.0
1071,fibroblasts,103,ko,1.0
1072,fibroblasts,123,oe,0.0
1073,fibroblasts,123,ko,1.0
1074,fibroblasts,55,oe,1.0
1075,fibroblasts,55,ko,0.0
1076,fibroblasts,34,oe,1.0
1077,fibroblasts,34,ko,1.0
1078,fibroblasts,38,oe,0.0
1079,fibroblasts,38,ko,0.0
1080,fibroblasts,79,oe,0.0
1081,fibroblasts,79,ko,0.0
1082,fibroblasts,83,oe,0.012658227848101266
1083,fibroblasts,83,ko,0.759493670886076
1084,fibroblasts,39,oe,0.1518987341772152
1085,fibroblasts,39,ko,0.8860759493670886
1086,fibroblasts,40,oe,0.0
1087,fibroblasts,40,ko,0.0
1088,fibroblasts,102,oe,0.0
1089,fibroblasts,102,ko,0.0
1090,fibroblasts,41,oe,1.0
1091,fibroblasts,41,ko,0.0
1092,fibroblasts,43,oe,1.0
1093,fibroblasts,43,ko,1.0
1094,fibroblasts,58,oe,0.0
1095,fibroblasts,58,ko,0.0
1096,fibroblasts,46,oe,0.0
1097,fibroblasts,46,ko,1.0
1098,fibroblasts,97,oe,0.0
1099,fibroblasts,97,ko,1.0
1100,fibroblasts,75,oe,0.8860759493670886
1101,fibroblasts,75,ko,1.0
1102,fibroblasts,56,oe,0.8860759493670886
1103,fibroblasts,56,ko,1.0
1104,fibroblasts,114,oe,0.25316455696202533
1105,fibroblasts,114,ko,1.0
1106,fibroblasts,50,oe,1.0
1107,fibroblasts,50,ko,1.0
1108,fibroblasts,51,oe,1.0
1109,fibroblasts,51,ko,1.0
1110,fibroblasts,113,oe,0.5822784810126582
1111,fibroblasts,113,ko,0.0
1112,fibroblasts,53,oe,0.0
1113,fibroblasts,53,ko,0.0
1114,fibroblasts,124,oe,1.0
1115,fibroblasts,124,ko,0.15822784810126583
1116,fibroblasts,90,oe,0.0
1117,fibroblasts,90,ko,0.0
1118,fibroblasts,110,oe,1.0
1119,fibroblasts,110,ko,1.0
1120,fibroblasts,71,oe,0.24050632911392406
1121,fibroblasts,71,ko,1.0
1122,fibroblasts,135,oe,0.16455696202531644
1123,fibroblasts,135,ko,1.0
1124,fibroblasts,57,oe,0.0
1125,fibroblasts,57,ko,0.0
1126,fibroblasts,60,oe,0.0
1127,fibroblasts,60,ko,0.0
1128,fibroblasts,95,oe,1.0
1129,fibroblasts,95,ko,0.0
1130,fibroblasts,63,oe,0.0
1131,fibroblasts,63,ko,0.0
1132,fibroblasts,64,oe,0.0
1133,fibroblasts,64,ko,0.8227848101265823
1134,fibroblasts,66,oe,1.0
1135,fibroblasts,66,ko,1.0
1136,fibroblasts,130,oe,0.0
1137,fibroblasts,130,ko,0.6962025316455697
1138,fibroblasts,91,oe,0.0
1139,fibroblasts,91,ko,1.0
1140,fibroblasts,86,oe,0.0
1141,fibroblasts,86,ko,1.0
1142,fibroblasts,127,oe,0.6962025316455697
1143,fibroblasts,127,ko,1.0
1144,fibroblasts,76,oe,0.9240506329113924
1145,fibroblasts,76,ko,1.0
1146,fibroblasts,80,oe,0.0
1147,fibroblasts,80,ko,0.0
1148,fibroblasts,112,oe,0.0
1149,fibroblasts,112,ko,0.0
1150,fibroblasts,89,oe,0.0
1151,fibroblasts,89,ko,0.0
1152,fibroblasts,92,oe,0.0
1153,fibroblasts,92,ko,0.0
1154,fibroblasts,131,oe,0.0
1155,fibroblasts,131,ko,1.0
1156,fibroblasts,128,oe,1.0
1157,fibroblasts,128,ko,0.0
1158,fibroblasts,96,oe,0.9873417721518988
1159,fibroblasts,96,ko,1.0
1160,fibroblasts,98,oe,0.02531645569620253
1161,fibroblasts,98,ko,0.0
1162,fibroblasts,107,oe,0.8987341772151899
1163,fibroblasts,107,ko,1.0
1164,fibroblasts,108,oe,0.8987341772151899
1165,fibroblasts,108,ko,0.0
1166,fibroblasts,115,oe,0.02531645569620253
1167,fibroblasts,115,ko,1.0
1168,fibroblasts,133,oe,0.0
1169,fibroblasts,133,ko,0.0
1170,fibroblasts,129,oe,0.25316455696202533
1171,fibroblasts,129,ko,1.0
1172,fibroblasts,134,oe,0.0
1173,fibroblasts,134,ko,1.0
1174,skbr3_long,0,oe,1.0
1175,skbr3_long,0,ko,1.0
1176,skbr3_long,1,oe,0.0
1177,skbr3_long,1,ko,1.0
1178,skbr3_long,2,oe,0.0
1179,skbr3_long,2,ko,1.0
1180,skbr3_long,3,oe,1.0
1181,skbr3_long,3,ko,0.0
1182,skbr3_long,19,oe,0.0
1183,skbr3_long,19,ko,0.0
1184,skbr3_long,4,oe,1.0
1185,skbr3_long,4,ko,1.0
1186,skbr3_long,10,oe,1.0
1187,skbr3_long,10,ko,1.0
1188,skbr3_long,5,oe,0.0
1189,skbr3_long,5,ko,1.0
1190,skbr3_long,14,oe,1.0
1191,skbr3_long,14,ko,0.0
1192,skbr3_long,6,oe,1.0
1193,skbr3_long,6,ko,1.0
1194,skbr3_long,7,oe,0.0
1195,skbr3_long,7,ko,0.0
1196,skbr3_long,8,oe,1.0
1197,skbr3_long,8,ko,0.0
1198,skbr3_long,24,oe,1.0
1199,skbr3_long,24,ko,0.0
1200,skbr3_long,12,oe,1.0
1201,skbr3_long,12,ko,0.0
1202,skbr3_long,23,oe,1.0
1203,skbr3_long,23,ko,1.0
1204,skbr3_long,22,oe,0.0
1205,skbr3_long,22,ko,1.0
1206,skbr3_long,18,oe,1.0
1207,skbr3_long,18,ko,1.0
1208,skbr3_long,9,oe,1.0
1209,skbr3_long,9,ko,1.0
1210,skbr3_long,11,oe,1.0
1211,skbr3_long,11,ko,1.0
1212,skbr3_long,17,oe,1.0
1213,skbr3_long,17,ko,1.0
1214,skbr3_long,16,oe,1.0
1215,skbr3_long,16,ko,1.0
1216,skbr3_long,13,oe,1.0
1217,skbr3_long,13,ko,1.0
1218,skbr3_long,21,oe,0.0
1219,skbr3_long,21,ko,1.0
1220,skbr3_long,15,oe,1.0
1221,skbr3_long,15,ko,0.0
1222,skbr3_long,20,oe,1.0
1223,skbr3_long,20,ko,1.0
1224,skbr3_short,0,oe,0.0
1225,skbr3_short,0,ko,1.0
1226,skbr3_short,1,oe,0.0
1227,skbr3_short,1,ko,0.0
1228,skbr3_short,2,oe,0.0
1229,skbr3_short,2,ko,0.0
1230,skbr3_short,3,oe,1.0
1231,skbr3_short,3,ko,0.0
1232,skbr3_short,4,oe,1.0
1233,skbr3_short,4,ko,1.0
1234,skbr3_short,9,oe,0.0
1235,skbr3_short,9,ko,1.0
1236,skbr3_short,5,oe,1.0
1237,skbr3_short,5,ko,1.0
1238,skbr3_short,12,oe,1.0
1239,skbr3_short,12,ko,1.0
1240,skbr3_short,10,oe,1.0
1241,skbr3_short,10,ko,1.0
1242,skbr3_short,7,oe,1.0
1243,skbr3_short,7,ko,1.0
1244,skbr3_short,6,oe,1.0
1245,skbr3_short,6,ko,1.0
1246,skbr3_short,15,oe,0.0
1247,skbr3_short,15,ko,1.0
1248,skbr3_short,13,oe,0.0
1249,skbr3_short,13,ko,1.0
1250,skbr3_short,11,oe,1.0
1251,skbr3_short,11,ko,1.0
1252,skbr3_short,8,oe,1.0
1253,skbr3_short,8,ko,1.0
1254,skbr3_short,14,oe,1.0
1255,skbr3_short,14,ko,1.0
1256,tlgl_2008,0,oe,0.0
1257,tlgl_2008,0,ko,0.0
1258,tlgl_2008,1,oe,0.0
1259,tlgl_2008,1,ko,0.0
1260,tlgl_2008,2,oe,0.0
1261,tlgl_2008,2,ko,0.0
1262,tlgl_2008,3,oe,0.0
1263,tlgl_2008,3,ko,0.0
1264,tlgl_2008,4,oe,0.0
1265,tlgl_2008,4,ko,0.0
1266,tlgl_2008,5,oe,0.0
1267,tlgl_2008,5,ko,0.0
1268,tlgl_2008,6,oe,0.0
1269,tlgl_2008,6,ko,0.0
1270,tlgl_2008,47,oe,1.0
1271,tlgl_2008,47,ko,0.0
1272,tlgl_2008,7,oe,1.0
1273,tlgl_2008,7,ko,1.0
1274,tlgl_2008,31,oe,0.0
1275,tlgl_2008,31,ko,1.0
1276,tlgl_2008,8,oe,1.0
1277,tlgl_2008,8,ko,1.0
1278,tlgl_2008,55,oe,1.0
1279,tlgl_2008,55,ko,1.0
1280,tlgl_2008,43,oe,1.0
1281,tlgl_2008,43,ko,1.0
1282,tlgl_2008,30,oe,1.0
1283,tlgl_2008,30,ko,1.0
1284,tlgl_2008,40,oe,1.0
1285,tlgl_2008,40,ko,1.0
1286,tlgl_2008,54,oe,1.0
1287,tlgl_2008,54,ko,1.0
1288,tlgl_2008,50,oe,1.0
1289,tlgl_2008,50,ko,1.0
1290,tlgl_2008,48,oe,0.0
1291,tlgl_2008,48,ko,1.0
1292,tlgl_2008,9,oe,1.0
1293,tlgl_2008,9,ko,1.0
1294,tlgl_2008,13,oe,1.0
1295,tlgl_2008,13,ko,1.0
1296,tlgl_2008,10,oe,1.0
1297,tlgl_2008,10,ko,1.0
1298,tlgl_2008,57,oe,1.0
1299,tlgl_2008,57,ko,1.0
1300,tlgl_2008,11,oe,1.0
1301,tlgl_2008,11,ko,1.0
1302,tlgl_2008,44,oe,0.0
1303,tlgl_2008,44,ko,1.0
1304,tlgl_2008,12,oe,0.0
1305,tlgl_2008,12,ko,1.0
1306,tlgl_2008,18,oe,1.0
1307,tlgl_2008,18,ko,1.0
1308,tlgl_2008,14,oe,1.0
1309,tlgl_2008,14,ko,1.0
1310,tlgl_2008,41,oe,1.0
1311,tlgl_2008,41,ko,1.0
1312,tlgl_2008,15,oe,1.0
1313,tlgl_2008,15,ko,0.0
1314,tlgl_2008,46,oe,1.0
1315,tlgl_2008,46,ko,0.0
1316,tlgl_2008,20,oe,0.0
1317,tlgl_2008,20,ko,1.0
1318,tlgl_2008,59,oe,1.0
1319,tlgl_2008,59,ko,0.0
1320,tlgl_2008,16,oe,1.0
1321,tlgl_2008,16,ko,1.0
1322,tlgl_2008,19,oe,1.0
1323,tlgl_2008,19,ko,1.0
1324,tlgl_2008,17,oe,1.0
1325,tlgl_2008,17,ko,1.0
1326,tlgl_2008,21,oe,1.0
1327,tlgl_2008,21,ko,1.0
1328,tlgl_2008,32,oe,1.0
1329,tlgl_2008,32,ko,1.0
1330,tlgl_2008,58,oe,1.0
1331,tlgl_2008,58,ko,0.0
1332,tlgl_2008,22,oe,1.0
1333,tlgl_2008,22,ko,1.0
1334,tlgl_2008,53,oe,1.0
1335,tlgl_2008,53,ko,1.0
1336,tlgl_2008,42,oe,1.0
1337,tlgl_2008,42,ko,1.0
1338,tlgl_2008,33,oe,1.0
1339,tlgl_2008,33,ko,1.0
1340,tlgl_2008,23,oe,1.0
1341,tlgl_2008,23,ko,1.0
1342,tlgl_2008,24,oe,1.0
1343,tlgl_2008,24,ko,1.0
1344,tlgl_2008,26,oe,1.0
1345,tlgl_2008,26,ko,1.0
1346,tlgl_2008,25,oe,1.0
1347,tlgl_2008,25,ko,1.0
1348,tlgl_2008,27,oe,1.0
1349,tlgl_2008,27,ko,1.0
1350,tlgl_2008,60,oe,1.0
1351,tlgl_2008,60,ko,1.0
1352,tlgl_2008,28,oe,1.0
1353,tlgl_2008,28,ko,1.0
1354,tlgl_2008,29,oe,1.0
1355,tlgl_2008,29,ko,1.0
1356,tlgl_2008,56,oe,1.0
1357,tlgl_2008,56,ko,1.0
1358,tlgl_2008,34,oe,1.0
1359,tlgl_2008,34,ko,1.0
1360,tlgl_2008,39,oe,1.0
1361,tlgl_2008,39,ko,1.0
1362,tlgl_2008,35,oe,1.0
1363,tlgl_2008,35,ko,1.0
1364,tlgl_2008,38,oe,1.0
1365,tlgl_2008,38,ko,1.0
1366,tlgl_2008,36,oe,1.0
1367,tlgl_2008,36,ko,1.0
1368,tlgl_2008,37,oe,1.0
1369,tlgl_2008,37,ko,1.0
1370,tlgl_2008,52,oe,1.0
1371,tlgl_2008,52,ko,1.0
1372,tlgl_2008,49,oe,1.0
1373,tlgl_2008,49,ko,1.0
1374,tlgl_2008,51,oe,1.0
1375,tlgl_2008,51,ko,1.0
1376,tlgl_2008,45,oe,1.0
1377,tlgl_2008,45,ko,1.0
1378,tlgl_2011,0,oe,1.0
1379,tlgl_2011,0,ko,1.0
1380,tlgl_2011,1,oe,0.0
1381,tlgl_2011,1,ko,0.0
1382,tlgl_2011,2,oe,0.0
1383,tlgl_2011,2,ko,0.0
1384,tlgl_2011,3,oe,0.0
1385,tlgl_2011,3,ko,0.0
1386,tlgl_2011,4,oe,0.0
1387,tlgl_2011,4,ko,0.0
1388,tlgl_2011,5,oe,0.0
1389,tlgl_2011,5,ko,0.0
1390,tlgl_2011,21,oe,1.0
1391,tlgl_2011,21,ko,0.0
1392,tlgl_2011,6,oe,1.0
1393,tlgl_2011,6,ko,1.0
1394,tlgl_2011,44,oe,1.0
1395,tlgl_2011,44,ko,1.0
1396,tlgl_2011,52,oe,1.0
1397,tlgl_2011,52,ko,1.0
1398,tlgl_2011,7,oe,1.0
1399,tlgl_2011,7,ko,1.0
1400,tlgl_2011,13,oe,0.0
1401,tlgl_2011,13,ko,1.0
1402,tlgl_2011,8,oe,1.0
1403,tlgl_2011,8,ko,1.0
1404,tlgl_2011,47,oe,1.0
1405,tlgl_2011,47,ko,1.0
1406,tlgl_2011,9,oe,1.0
1407,tlgl_2011,9,ko,1.0
1408,tlgl_2011,27,oe,1.0
1409,tlgl_2011,27,ko,1.0
1410,tlgl_2011,10,oe,1.0
1411,tlgl_2011,10,ko,1.0
1412,tlgl_2011,54,oe,1.0
1413,tlgl_2011,54,ko,1.0
1414,tlgl_2011,11,oe,1.0
1415,tlgl_2011,11,ko,1.0
1416,tlgl_2011,50,oe,1.0
1417,tlgl_2011,50,ko,1.0
1418,tlgl_2011,12,oe,1.0
1419,tlgl_2011,12,ko,1.0
1420,tlgl_2011,33,oe,1.0
1421,tlgl_2011,33,ko,1.0
1422,tlgl_2011,59,oe,1.0
1423,tlgl_2011,59,ko,1.0
1424,tlgl_2011,14,oe,1.0
1425,tlgl_2011,14,ko,0.0
1426,tlgl_2011,29,oe,1.0
1427,tlgl_2011,29,ko,1.0
1428,tlgl_2011,45,oe,0.0
1429,tlgl_2011,45,ko,1.0
1430,tlgl_2011,35,oe,0.0
1431,tlgl_2011,35,ko,1.0
1432,tlgl_2011,17,oe,1.0
1433,tlgl_2011,17,ko,0.0
1434,tlgl_2011,15,oe,1.0
1435,tlgl_2011,15,ko,1.0
1436,tlgl_2011,16,oe,1.0
1437,tlgl_2011,16,ko,1.0
1438,tlgl_2011,57,oe,1.0
1439,tlgl_2011,57,ko,1.0
1440,tlgl_2011,39,oe,1.0
1441,tlgl_2011,39,ko,1.0
1442,tlgl_2011,25,oe,1.0
1443,tlgl_2011,25,ko,1.0
1444,tlgl_2011,18,oe,0.0
1445,tlgl_2011,18,ko,1.0
1446,tlgl_2011,43,oe,1.0
1447,tlgl_2011,43,ko,1.0
1448,tlgl_2011,24,oe,1.0
1449,tlgl_2011,24,ko,1.0
1450,tlgl_2011,34,oe,1.0
1451,tlgl_2011,34,ko,1.0
1452,tlgl_2011,19,oe,1.0
1453,tlgl_2011,19,ko,1.0
1454,tlgl_2011,38,oe,1.0
1455,tlgl_2011,38,ko,1.0
1456,tlgl_2011,20,oe,1.0
1457,tlgl_2011,20,ko,1.0
1458,tlgl_2011,22,oe,1.0
1459,tlgl_2011,22,ko,1.0
1460,tlgl_2011,36,oe,1.0
1461,tlgl_2011,36,ko,1.0
1462,tlgl_2011,23,oe,1.0
1463,tlgl_2011,23,ko,1.0
1464,tlgl_2011,31,oe,1.0
1465,tlgl_2011,31,ko,1.0
1466,tlgl_2011,53,oe,1.0
1467,tlgl_2011,53,ko,1.0
1468,tlgl_2011,26,oe,1.0
1469,tlgl_2011,26,ko,1.0
1470,tlgl_2011,28,oe,1.0
1471,tlgl_2011,28,ko,1.0
1472,tlgl_2011,37,oe,1.0
1473,tlgl_2011,37,ko,1.0
1474,tlgl_2011,42,oe,1.0
1475,tlgl_2011,42,ko,1.0
1476,tlgl_2011,30,oe,1.0
1477,tlgl_2011,30,ko,1.0
1478,tlgl_2011,55,oe,1.0
1479,tlgl_2011,55,ko,1.0
1480,tlgl_2011,41,oe,1.0
1481,tlgl_2011,41,ko,1.0
1482,tlgl_2011,32,oe,1.0
1483,tlgl_2011,32,ko,1.0
1484,tlgl_2011,56,oe,1.0
1485,tlgl_2011,56,ko,1.0
1486,tlgl_2011,58,oe,1.0
1487,tlgl_2011,58,ko,1.0
1488,tlgl_2011,51,oe,1.0
1489,tlgl_2011,51,ko,1.0
1490,tlgl_2011,48,oe,1.0
1491,tlgl_2011,48,ko,1.0
1492,tlgl_2011,40,oe,1.0
1493,tlgl_2011,40,ko,1.0
1494,tlgl_2011,46,oe,1.0
1495,tlgl_2011,46,ko,1.0
1496,tlgl_2011,49,oe,1.0
1497,tlgl_2011,49,ko,1.0
1498,migration,0,oe,1.0
1499,migration,0,ko,0.0
1500,migration,1,oe,0.0
1501,migration,1,ko,1.0
1502,migration,2,oe,0.0
1503,migration,2,ko,1.0
1504,migration,30,oe,0.0
1505,migration,30,ko,1.0
1506,migration,14,oe,1.0
1507,migration,14,ko,1.0
1508,migration,9,oe,1.0
1509,migration,9,ko,0.0
1510,migration,10,oe,0.0
1511,migration,10,ko,1.0
1512,migration,3,oe,0.0
1513,migration,3,ko,1.0
1514,migration,17,oe,0.0
1515,migration,17,ko,1.0
1516,migration,22,oe,0.0
1517,migration,22,ko,0.0
1518,migration,20,oe,1.0
1519,migration,20,ko,0.0
1520,migration,4,oe,1.0
1521,migration,4,ko,0.0
1522,migration,26,oe,1.0
1523,migration,26,ko,0.0
1524,migration,5,oe,0.0
1525,migration,5,ko,1.0
1526,migration,19,oe,1.0
1527,migration,19,ko,1.0
1528,migration,28,oe,1.0
1529,migration,28,ko,0.0
1530,migration,6,oe,1.0
1531,migration,6,ko,1.0
1532,migration,25,oe,0.0
1533,migration,25,ko,1.0
1534,migration,27,oe,1.0
1535,migration,27,ko,1.0
1536,migration,7,oe,1.0
1537,migration,7,ko,0.0
1538,migration,23,oe,1.0
1539,migration,23,ko,0.0
1540,migration,18,oe,1.0
1541,migration,18,ko,1.0
1542,migration,8,oe,0.0
1543,migration,8,ko,1.0
1544,migration,13,oe,0.0
1545,migration,13,ko,1.0
1546,migration,16,oe,1.0
1547,migration,16,ko,1.0
1548,migration,15,oe,1.0
1549,migration,15,ko,0.0
1550,migration,11,oe,1.0
1551,migration,11,ko,0.0
1552,migration,12,oe,1.0
1553,migration,12,ko,0.0
1554,migration,21,oe,1.0
1555,migration,21,ko,1.0
1556,migration,24,oe,1.0
1557,migration,24,ko,0.0
1558,migration,29,oe,1.0
1559,migration,29,ko,0.0
1560,migration,31,oe,1.0
1561,migration,31,ko,1.0
